set_num,name,year,theme_id,num_parts
1231-3,"Windows and Door with Glass, White",1956,371,10
1232-1,Toggle Joints & Connectors,1982,453,46
1233-1,Axle Assortment,1984,453,34
1233-2,Light Masts,1958,371,4
1234-1,Gear Wheel Assortment,1984,453,21
1234-3,"Replacement Gearbox for Electric, Motor 4.5V/12V Type II 12 x 4 x 3 1/3",1983,443,1
1235-1,Differential Gear Housing,1984,453,19
1235-2,Garage Plate and Door,1955,371,3
1236-1,TECHNIC wheels with hubs,1984,453,4
1236-2,Garage,1955,372,59
1236-3,12V Technic Motor,1979,453,1
1237-1,Honda Promotional Set,2001,1,56
1239-1,Subzero,2001,112,4
1239-2,Remote Control for Electric Points,1985,456,8
1240-1,"Hinges and Tilted Bearings, Light Gray",1986,443,16
1240-2,8 Road Signs,1955,371,8
124-1,Goods Wagon,1969,235,56
1241-1,Digger Bucket Assembly,1985,443,4
1241-2,8 Road Signs,1955,371,8
1242-1,Crane Grab and Winch,1986,443,4
1242-2,International Flags,1957,371,5
1242D-1,5 Danish Flags,1957,371,5
1243-1,Hinges and Couplings,1986,443,9
1244-1,Runway Plates,1986,443,2
1245-1,T- and Intersection Plates,1986,443,2
1245-2,Lighting Device Pack,1957,371,3
1246-1,Helicopter,1999,50,26
1247-1,Patrol Car,1999,50,33
1247-2,Esso Pumps/Sign,1955,371,2
1248-1,Fire Boat,1999,50,24
1248-2,Painted Trees and Bushes,1955,371,6
1249-1,Tri-motorbike,1999,50,22
1250-1,Dragster,1999,50,25
1250-2,1:87 Esso Bedford Tanker,1955,368,1
125-1,Tipping Wagon,1969,235,20
1251-1,Go-Cart,1999,50,26
1251-2,1:87 Esso Bedford Truck,1955,368,1
125-2,Building Set,1974,469,234
1252-1,Shell Tanker,1999,94,107
1252-2,1:87 Esso Bedford Trailer,1955,368,1
1253-1,Shell Car Transporter,1999,50,102
1253-2,1:87 Bedford Flatbed Truck,1955,368,1
1254-1,Shell Select Shop,1999,94,165
1254-2,1:87 Bedford Flatbed Trailer,1955,368,1
1255-1,Shell Car Wash,1999,94,137
1255-2,1:87 Bedford Fire Engine,1955,368,1
1256-1,Shell Petrol Pump,1999,94,157
1256-2,1:87 Bedford Tow Truck,1955,368,1
1257-1,Trike Buggy,1999,1,30
1257-2,1:87 Bedford Delivery Truck,1955,368,1
1258-1,Propellor Buggy,1999,1,29
1259-1,Motorbike,1999,1,28
1260-1,Car,1999,1,26
1260-2,1:87 Twenty Four Models,1957,368,24
126-1,Steam Locomotive (Push),1970,235,60
1261-1,Tea with Bumblebee,2000,660,13
1261-2,1:87 VW Beetle,1958,368,4
1263-1,Easter Bunny,2000,229,29
1264-1,Easter Chicks,2000,229,30
1265-1,Moon Buggy,1999,93,25
1266-1,Space Probe,1999,93,23
1267-1,Shock Absorbers,1985,453,4
1268-1,Bike Blaster,1999,1,28
1269-1,White Ninja,1999,434,23
1270-2,Trial Size Bag - Chromika,2005,22,16
127-1,Train Set,1969,235,365
1271-1,Jungle Surprise,1999,299,33
1271-2,Traffic Police Set,1956,372,6
1272-1,Blue Racer,2000,91,23
1273-1,Red Four Wheel Driver,2000,91,20
1274-1,Light Hover,2000,442,25
1275-1,Chainsaw Bulldozer,2000,442,22
1276-1,Helicopter Transport,2000,442,22
1277-1,Drill Craft,2000,442,27
1278-1,Johnny Thunder and Baby T,2000,298,23
1279-1,Aeroplane,2000,298,21
1280-1,Microcopter,2000,298,28
128-1,Taxi Station,1979,390,37
1281-1,Aeroplane,2000,298,25
128-2,Mobile Crane (Train Base),1972,235,23
1282-1,Blue Racer,2000,91,23
128-3,Mobile Crane (Plate Base),1971,235,38
1283-1,Red Four Wheel Driver,2000,91,20
1284-1,Green Buggy,2000,91,23
1285-1,Yellow Tiger,2001,91,24
1286-1,King Leo's Cart,2000,197,22
1287-1,Crossbows,2000,197,16
1288-1,Fire Cart,2000,197,24
1289-1,Catapult,2000,197,23
1290-1,Kabaya Promotional Set: Red (Volcano Climber) RoboRider,2000,16,35
1291-1,Power Bike,2000,16,32
1292-1,Kabaya Promotional Set: White (Ice Explorer) RoboRider,2000,16,33
1293-1,Kabaya Promotional Set: Yellow/Green (Swamp Craft) RoboRider,2000,16,25
1294-1,Fire Helicopter,2000,598,31
1295-1,Water Rider,2000,598,30
1296-1,Land Scooper,2000,598,31
1297-1,Speed Patroller,2000,598,34
1298-1,Classic Basic Advent Calendar 1998,1998,212,220
1月3日,Velveeta Set No. 1,1967,366,74
1300-1,Lego Mosaik Set (Small),1955,365,47
130-1,Wagon with Double Tippers,1972,235,20
1305-1,Wheels and Strings,1983,524,94
1306-1,VW Garage,1957,372,45
1307-1,VW Auto Showroom,1957,372,51
1307-1-DUMMY-1,Dummy Set for 1307-1,1957,301,3
13078-1,"Sports Bag, Pink",2008,501,0
1308-1,Fire Station,1957,372,109
1308-1-DUMMY-1,Dummy Set for 1308-1,1957,301,2
1309-1,Church,1957,372,150
13098-1,"Pencil Case, Pink (Horses)",2008,501,0
1月13日,Gray Space Elements,1981,443,10
1310-1,ESSO Filling Station,1956,372,96
131-1,Passenger Coach,1972,235,67
1314-1,Stop bush / Small pulley,1987,525,210
13148-1,"Wheeled Carry-on Luggage, Pink (Horses)",2008,501,0
1315-1,Piston Rod,1987,525,50
1316-1,Connector Peg,1987,525,150
1317-1,Technic Chainlinks,1987,525,350
1318-1,Gears Small,1987,525,68
1319-1,Gears Large,1987,525,22
2月13日,Large Pre-School Basic Set,1973,433,92
1320-1,Differential and Bevel Gears,1987,525,32
132-1,Cottage,1979,390,116
1321-1,Worm Gear and Racks,1987,525,22
132-2,Port Crane and Flat Waggon,1972,235,58
1322-1,"Pulleys, Tires, and Steering Wheels",1987,525,32
1323-1,Hubs and Tyres,1985,524,24
1324-1,Rubber Bands and String,1985,525,101
1325-1,Assorted Spare Axles,1987,525,68
1326-1,"Spare Axles, 12L",1987,525,28
1327-1,Red/Black Plates,1985,524,48
1328-1,Red/Black Plates,1985,524,32
1329-1,Red/Black Plates,1985,525,28
3月13日,Train Motor Plate with Buffers,1977,456,5
1330-1,Red/Black Plates,1985,525,20
133-1,Locomotive (Push),1975,235,82
1331-1,Red/Blue Bricks,1985,525,88
1332-1,Red/Blue Beams,1985,525,18
1333-1,Red/Blue Beams,1985,525,20
1334-1,Motors (4.5V),1985,525,2
1335-1,Battery Boxes (4.5v),1985,525,2
1336-1,Pole Reverser Switches for Battery Box,1985,525,2
1337-1,Connecting Leads,1985,525,18
1338-1,Angles Swivels Turntables,1985,524,72
1338112120-1,The Batman Movie: Chaos in Gotham City,2017,497,6
1339-1,Technic Parts,1987,525,20
1340-1,Weight Bricks,1987,524,18
134-1,Mobile Crane and Wagon,1975,235,55
1341-1,Building Plates Green,1985,524,3
134-2,Service Station,1979,390,86
1342-1,Electric Switches and Tiles,1986,525,7
1343-1,Optosensors (4.5V) and Discs,1986,525,4
1344-1,Light Bricks (4.5V),1986,524,12
1345-1,"Pinions, Connectors, and Axles",1986,525,52
1346-1,Touch Sensors,1987,525,2
1347-1,Leads (4.5V) Spirals,1987,524,42
1348-1,Base Plates Grey,1987,524,3
1349-1,Steven Spielberg Moviemaker Set,2000,273,450
135-1,Building Set,1973,469,338
1351-1,Movie Backdrop Studio,2001,273,211
1352-1,Explosion Studio,2000,273,244
1353-1,Car Stunt Studio,2001,273,168
1354-1,Dino Head Attack,2000,273,95
1355-1,Temple of Gloom,2000,273,58
1356-1,Stuntman Catapult,2001,273,29
1357-1,Cameraman,2001,273,21
1360-1,Director's Copter,2001,273,22
136-1,Tanker Waggon (Shell),1975,235,82
1361-1,Camera Car,2001,273,20
1362-1,Air Boat,2001,273,24
1363-1,Stunt Go-Cart,2001,273,25
1370-1,Raptor Attack Studio,2001,274,157
137-1,Hospital,1979,390,111
1371-1,Spinosaurus Attack Studio,2001,274,186
137-2,Passenger Sleeping Car,1975,235,82
1374-1,Green Goblin,2002,706,58
1375-1,Wrestling Scene,2002,273,127
1376-1,Spider-Man Action Studio,2002,706,249
1380-1,Werewolf Ambush,2002,273,114
138-1,Electronic Train,1969,235,107
1381-1,Vampire's Crypt,2002,273,171
1382-1,Scary Laboratory,2002,273,503
1383-1,Curse of the Pharaoh,2002,273,51
1384-1,Bird (Pre-School Building Toy) (Explore),2002,505,6
1385-1,Bracelet Sample Set,2003,500,13
1386-1,Bracelet Sample Set,2004,500,13
1388-1,Huki [McDonald's Promo Set #1],2001,324,8
1389-1,Onepu [McDonald's Promo Set #2],2001,324,8
1390-1,Maku [McDonald's Promo Set #3],2001,324,8
139-1,Electronic Control Unit (Forward/Backward - Stop),1969,235,9
1391-1,Jala [McDonald's Promo Set #4],2001,324,8
1392-1,Kongu [McDonald's Promo Set #5],2001,324,8
1393-1,Matoro [McDonald's Promo Set #6],2001,324,8
139A-1,Electronic Control Unit (Forward - Stop),1969,235,13
1400-1,Basic Box,1986,467,173
140-1,Town Hall,1979,390,139
140-2,Bricks'n Motor Set,1969,469,141
1403-1,Racing Leopard,2001,632,3
1404-1,Racing Tiger,2001,632,3
1405-1,Racing Lion,2001,632,3
1405356235-1,City: Brickmaster,2011,497,146
1406-1,Nursing the Baby,2001,652,6
1407-1,Cooking with Mummy (Mommy),2001,652,7
1408-1,Walking the Dog with Daddy,2001,652,5
1月14日,Space Mini Figures,1982,443,24
1411-1,Pirate's Treasure Hunt (Quaker Oats promo),2001,273,35
14122020-1,Ninjago: Official Guide,2012,497,5
14127980-1,Ninjago: The Way Of The Ghost,2015,497,6
14128079-1,Legends of Chima: The Battle for Chima,2015,497,11
1413-1,Rover,2001,135,29
14138-1,Catwalk Wallet,2008,501,0
1414-1,Double Hover (Kabaya Promotional),2001,135,21
1415-1,Jet Scooter,2001,135,24
1416-1,Worker Robot,2001,135,30
1417-1,Vakama (Kabaya version),2001,324,26
1417-2,Vakama (Polybag version),2003,324,26
1418-1,Matau,2001,324,25
1419-1,Nokama (Kabaya Promotional),2001,324,27
1420-1,Nuju,2001,324,29
14201220-1,Ninjago: The Chosen Four,2011,497,5
14201420-1,Friends: Party Time,2016,497,24
14202012-1,Ninjago: The Hour of Ghosts,2015,497,6
1421-1,Director's Copter (Kabaya Promotional),2001,273,22
1422-1,Camera Cart (Kabaya Promotional),2001,273,20
1423-1,Air Boat (Kabaya Promotional),2001,273,24
1424-1,Stunt Go-Kart (Kabaya Promotional),2001,273,25
14249-1,Batman Costume,2018,501,0
1425-1,Dash Jet Sub,2002,305,23
14251-1,Minifigure Costume,2018,501,0
1426-1,Cam Wing Diver,2002,305,21
1427-1,Ogel Marine Slizer,2002,305,21
14271-1,Minifigure Mask with Hands,2018,501,0
1428-1,Small Soccer Set 1 (Kabaya Box),2002,462,24
1428-2,Small Soccer Set 1 (Polybag),2002,462,20
1429-1,Small Soccer Set 2 (Kabaya Box),2002,462,23
1429-2,Small Soccer Set 2 (Polybag),2002,462,23
3月14日,Small House Set,1973,433,0
1430-1,Small Soccer Set 3 (Kabaya Box),2002,462,16
1430-2,Small Soccer Set 3 (Polybag),2002,462,17
1431-1,Tahnok Va (Kabaya Promotional),2002,324,27
1432-1,Nuhvok Va (Kabaya Promotional),2002,324,26
1433-1,Gahlok Va (Kabaya Promotional),2002,324,26
1434-1,Lehvak Va (Kabaya Promotional),2002,324,25
1435-1,Super Glider (Kabaya Promotional),2002,280,7
1436-1,Ultralight Flyer (Kabaya Promotional),2002,280,16
1437-1,Turbo Chopper (Kabaya Promotional),2002,280,13
4月14日,Train Motor Plate with Coupler,1977,456,1
1441-1,Fikou (Tree-Spider),2003,324,13
144110-1,Monkie Kid Promotional Brick,2020,693,1
1450-1,Small Bucket,2000,505,50
145-1,Building Set,1974,469,412
14554-1,Bionicle: Matoran Adventures - Game Boy Advance,2002,501,0
14555-1,Creator: Harry Potter and the Chamber of Secrets - PC CD-ROM,2002,501,0
14556-1,Island Xtreme Stunts - PC CD-ROM,2002,501,0
14557-1,Island Xtreme Stunts - PS2,2002,501,0
14558-1,Island Xtreme Stunts - Game Boy Advance,2002,501,0
14559-1,Drome Racers - PC CD-ROM,2002,501,0
14560-1,Drome Racers - PS2,2002,501,0
14561-1,Galidor: Defenders of the Outer Dimension - Game Boy Advance,2002,501,0
14562-1,Galidor: Defenders of the Outer Dimension - PC CD-ROM,2002,501,0
146-1,Level Crossing,1976,235,69
1461-1,Turbo Force,1992,67,31
1462-1,Galactic Scout,1992,129,23
1463-1,Treasure Cart,1992,199,24
1464-1,Pirate Lookout,1992,148,17
14642-1,Drome Racers - Game Boy Advance,2003,501,0
14643-1,Drome Racers - Gamecube,2003,501,0
1467-1,Shell Race Car,1987,67,46
14680-1,Bionicle: The Game - PS2,2003,501,0
1468-1,Shell Tanker,1987,67,40
14681-1,Bionicle: The Game - Xbox,2003,501,0
14682-1,Bionicle: The Game - Gamecube,2003,501,0
14683-1,Bionicle: The Game - PC CD-ROM,2003,501,0
14684-1,Bionicle: The Game - Game Boy Advance,2003,501,0
1469-1,Helicopter,1987,465,40
1470-1,Shell Station,1987,67,32
147-1,Refrigerated Car with Forklift,1976,235,113
1472-1,Holiday Home,1987,67,363
1474-1,Basic Building Set with Gift Item,1991,467,69
1475-1,Airport Security Squad,1991,67,128
1476-1,Five Set Bonus Pack,1991,559,0
1477-1,Red Race Car Number 3,1991,67,39
1478-1,Mobile Satellite Up-Link,1991,136,31
1479-1,2-Pilot Craft,1991,129,34
1480-1,King's Catapult,1991,199,33
14807412-1,City: Emergency Rescue,2011,497,9
148-1,Central Station,1975,235,293
1481-1,Desert Island,1991,148,24
1482-1,Panda and Friends,1990,505,26
1483-1,Sailor and Parrot,1991,505,19
1484-1,Town Houses,1987,67,215
1489-1,Mobile Car Crane,1989,67,175
1490-1,Town Bank,1988,67,196
149-1,Fuel Refinery,1976,235,340
1491-1,Dual Defender,1992,188,48
1492-1,Battle Cove,1992,148,27
1495-1,Basic Building Set Trial Size,1988,467,26
1496-1,Rally Car,1987,67,52
1497-1,Rally and Pitcrew Team,1987,67,122
1498-1,Spy-Bot,1987,130,63
1499-1,Twin Starfire,1987,130,89
1500-1,Oval Bricks,1988,505,2
150-1,Straight Track,1966,235,25
1501-1,Yellow Bucket,1987,505,73
1502-2,Basic Set and Duffel Bag,1986,504,0
1503-1,Car Building Set,1986,505,7
1504-1,Family Bucket,1993,467,243
1504-2,House Building Set,1986,505,14
1505-1,House and Car Building Sets,1986,505,0
1506-1,Town Value Pack,1986,67,0
1507-1,Space Value Pack,1986,130,0
1509-1,Town Value Pack,1987,67,0
1月15日,Castle Mini Figures,1984,443,38
1510-1,Space Value Pack,1987,130,0
151-1,Curved Track,1966,235,25
1511-1,Basic Building Set,1986,467,67
1512-1,Denken mit Lego (Thinking with Lego 250pcs),1972,517,250
1512-2,Basic Set with Storage Case,1985,467,103
1513-1,Denken mit Lego (Thinking with Lego 900pcs),1972,517,901
1513-2,Basic Building Set Gift Item,1989,467,71
1514-1,Basic Building Set Trial Size,1988,467,46
1515-1,Town Value Pack,1989,67,0
1515-2,Classic Pen,2000,501,39
1516-1,Theater with Play-Scenes,1987,390,27
1516-2,Decoder Pen,2000,501,3
1517-1,Race Car,1989,67,32
1517-2,Hieroglyph Pen,2000,501,3
1518-1,Race Car Repair,1989,67,82
1518-2,Race Pen,2000,501,14
1519-2,Sport Pen,2000,501,14
2月15日,Large House Set,1973,433,157
1520-1,Basic Set with Storage Case,1985,467,215
1520-2,Town 2 for 1 Bonus Offer,1990,67,0
1520-3,Adventure Pen,1999,501,13
152-1,Two Train Wagons,1966,235,22
1521-1,Basic Building Set Trial Size,1989,467,24
1522-1,Basic Building Set Trial Size,1989,467,44
1523-1,Basic Set Trial Size,1986,467,27
1523-2,Arctic Pen,2000,501,14
1524-1,Basic Set Trial Size,1986,467,38
1524-2,Dino Island Pen,2000,501,14
1525-1,Container Lorry,1986,67,154
1525-2,World Pen,2000,501,0
1526-1,Space Radar Buggy,1986,130,105
1528-1,Dragster,1986,67,29
1528-2,Baseball Pen,2001,501,14
1529-2,Basketball Pen,2001,501,14
1530-1,Football Pen,2001,501,14
1530-2,Space 2 for 1 Value Pack,1988,559,0
153-1,Large Train Wagon,1966,235,15
1532-1,Aquazone Pen,2001,501,16
1533-1,Minifigure Faces Pen,2001,501,20
1534-1,LEGOLAND Pen,2001,501,17
1535-1,Knights' Kingdom Pen,2001,501,14
1537-1,Dream Star Pen,2001,501,2
1538-1,Safari Pen,2001,501,14
1539-2,Classic II Pen,2001,501,14
1540-1,Betsy's Bedroom,1993,652,38
154-1,Switch Track - 1 Right and 1 Left,1967,235,4
1542-1,Jack Stone Pen,2002,501,16
1543-2,Pen Belville,2002,501,15
1544-1,Medium Bucket,1988,505,57
1545-1,Build-A-Rabbit,1992,229,29
1546-1,Airplane,1985,728,31
1546-2,Racers Pen,2002,501,17
1547-1,Black Knights Boat,1993,188,58
1548-1,Stena Line Ferry,1992,471,174
1548-2,Helicopter,1985,728,33
1549-1,Santa and Chimney,1992,227,62
1550-1,Sterling Super Caravelle,1972,412,50
155-1,"2 Cross Rails, 8 Straight Tracks, 4 Base Plates",1967,235,14
1551-1,Chick,1985,229,6
1551-2,Sterling Luggage Carrier,1972,412,49
1552-1,Maersk Line Container Truck,1985,67,442
1552-2,STERLING Boeing 727,1974,412,46
1554-1,Silja Line Ferry,1986,471,172
1555-1,Santa Claus,1986,227,19
1555-2,Sterling Airways Biplane,1978,412,45
1556-1,Christmas Hearts,1986,227,10
1557-1,Scooter,1986,130,26
1558-1,Mobile Command Trailer,1986,130,68
1559-1,Clown Car,1990,632,4
1560-1,Glory Glider,1990,67,26
1560-2,Lufthansa Boeing 727,1976,729,45
1560-3,Crest Basic Building Set,1985,467,27
156-1,2 Signals with Automatic Stop / Go Attachment,1968,235,6
1561-1,Stunt Chopper,1990,67,30
1561-2,Lufthansa Flight Crew,1976,364,61
156-2,Straight Track,1976,235,25
1562-1,Wave Jumper,1990,67,25
1562-2,Basic Building Set,1985,467,36
1562-3,Lufthansa Double-Decker,1976,412,51
1563-1,Track Blaster,1990,67,30
1570-1,Fabuland Promotion,1986,390,3
1570541574-1,Crazy Action Contraptions: A LEGO Inventions Book,1998,498,64
157-1,Curved Track,1976,235,25
157-2,Automatic Direction Changer,1969,235,7
1572-1,Super Tow Truck,1986,67,80
157-3,Four Car Auto Transport,1970,423,65
1575-1,Finnjet Ferry,1977,471,508
1575-2,Basic Set with Board Game,1987,467,240
1576-1,Happy Face Carry Case,1994,505,31
1577-1,Medium Bucket,1988,467,217
1579-1,Animal Fun,1993,505,30
1580-1,Lunar Scout,1986,130,70
1580-2,Silja Line Ferry,1977,471,414
158-1,Railroad Crossing Gate,1969,235,7
1581-1,Silja Line Ferry,1981,471,183
1581-2,Delivery Truck,1990,67,123
1584-1,Knights Challenge,1988,199,168
1588-1,Basic Set,1987,467,27
1589-1,Town Square,1978,67,443
1589-2,Breakdown Assistance (TCS Version),1986,67,259
1590-2,Breakdown Assistance (ANWB Version),1982,67,263
159-1,"Crossover, Straight Rails",1976,235,25
1591-1,Danone Truck,1980,67,40
1591-2,Bucket,1991,505,35
1592-1,Town Square - Castle Scene,1980,67,496
1592-2,Town Square - Castle Scene (Dutch Version),1983,67,496
1593-1,Super Model,1983,130,314
1593270542-1,The Unofficial LEGO Builder's Guide,2005,497,0
1593276109-1,"The LEGO Adventure Book, Vol. 3: Robots, Planes, Cities & More!",2015,497,0
1594-1,Rabbit and Bear Friend,1992,505,13
1595-1,Girl with Cat,1993,505,17
1596-1,Ghostly Hideout,1993,203,37
1597-1,Castle 3-Pack,1993,186,0
1598-1,Basic Set,1987,467,38
1599-1,Britannia Airways,1987,729,104
160-1,Magnetic Couplings,1968,235,6
1601-1,Conveyance,1976,416,200
1602-1,Giraffe,1987,467,16
1603-1,Trial Size Imagination,1987,467,13
1604-1,Lion,1987,467,17
1605-1,Snail,1987,467,14
1606-1,Car,1987,467,23
1607-1,Helicopter,1987,467,26
1608-1,Aeroplane,1987,465,24
1609-1,Ship,1987,467,31
1月16日,Transparent Bricks,1988,443,32
1610-1,Police Car,1991,67,23
1610-2,Martinair Cessna,1978,412,83
161-1,Battery Wagon with Signal and Direction - Changing,1972,235,8
1611-1,Dune Buggy,1991,67,21
1611-2,Martinair DC-9,1978,412,64
1612-1,Victory Racer,1988,67,30
1613-1,Basic Set in Bucket,1987,467,375
1614-1,Build-a-Farm,1993,632,28
1615-1,Basic Set,1987,467,376
1616-1,Space Combi-Pack,1989,132,0
1617-1,Small Bucket,1988,467,155
1619-1,Storage Bucket,1986,467,260
1620-1,Astro Dart,1990,132,30
1620-2,Factory,1978,67,234
162-1,Locomotive without Motor,1977,235,210
1621-1,Lunar MPV Vehicle,1990,132,96
1624-1,King's Archer,1993,188,22
1625-1,Snowman,1989,227,40
1626-1,Angel,1989,227,33
1627-1,Santa,1989,227,36
1628-1,Santa on Sleigh with Reindeer,1989,227,63
1630-1,Helicopter,1990,67,27
163-1,Cargo Wagon,1977,235,128
1631-1,Black Racer,1990,67,23
1632-1,Motor Boat,1990,67,28
1633-1,Loader Tractor,1990,67,24
1635-1,Fire Dispatch,1991,632,19
1636-1,Small Bucket,1990,467,186
1637-1,Large Bucket,1990,467,493
1638-1,Blue Bucket,1990,467,466
1639-1,Large Bucket,1990,467,675
1640-1,Tuttle the Turtle,1989,505,6
164-1,Passenger Wagon,1978,235,158
1641-1,Crocodile,1989,505,6
1642-1,"Lego Motion 3B, Sea Eagle",1989,728,15
1642-2,"Lego Motion 3B, Sea Eagle - International version",1994,728,15
1643-1,"Lego Motion 2B, Lightning Striker",1989,728,16
1644-1,"Lego Motion 4A, Wind Whirler",1989,728,17
1644-2,"Lego Motion 4A, Wind Whirler - International version",1994,728,17
1645-1,"Lego Motion 1A, Gyro Bird",1989,728,19
1646-1,"Lego Motion 3A, Land Laser",1989,728,17
1646-2,"Lego Motion 3A, Land Laser - International version",1994,728,17
1647-1,"Lego Motion 1B, Turbo Force",1989,728,14
1648-1,"Lego Motion 2A, Swamp Stinger",1989,728,16
1649-1,"Lego Motion 4B, Sea Skimmer",1989,728,17
1649-2,"Lego Motion 4B, Sea Skimmer - International version",1994,728,17
1650-1,Maersk Line Container Ship,1974,363,220
165-1,Cargo Station,1978,235,265
1651-1,Basic Building Set Trial Size,1993,467,30
1651-2,Maersk Line Container Truck,1980,67,306
1652-1,Basic Set,1994,467,44
1655-1,Viking Line Ferry,1985,471,176
1656-1,Evacuation Team,1991,67,244
1656-2,Viking Line Ferry,1982,471,178
1657-1,Bird,1990,505,6
1658-1,Viking Line Ferry,1982,471,203
1660-1,Kronprins Frederik Ferry,1996,471,165
166-1,Flat Wagon,1978,235,51
1661-2,Basic Building Set in Bucket,1989,467,418
1662-1,Basic Building Set in Bucket,1989,467,632
1663-1,Basic Building Set in Bucket,1989,467,451
1664-1,Bird,1992,505,2
1665-1,Dual FX Racers,1990,67,108
1666-1,Brick Vac,1991,467,140
1668-1,Basic Building Set Trial Size,1992,467,30
1670-1,Basic Building Set Trial Size,1992,467,28
167-1,Loading Ramp and Car Transport Wagon,1978,235,100
1672-1,Circus,1990,632,18
1673-1,Zoo Train,1992,632,8
1675-1,LEGOLAND Triple Pack,1990,559,0
1676-1,Basic Building Set,1990,467,22
1677-1,Rabbit,1990,229,25
1678-1,Basic Building Set Trial Size,1991,467,49
1679-1,Basic Building Set,1990,467,43
1680-1,Hay Cart with Smugglers,1990,194,67
1681-1,Oval Rattle,1989,663,1
1682-1,Space Shuttle,1990,67,420
1685-1,Pre-School Building Set,1987,505,69
1687-1,Midnight Transport,1993,67,275
1688-1,Large Bucket for Her,1993,467,216
1690-1,Helicopter,1990,67,27
1692-1,Tractor Loader,1990,50,24
1693-1,Turbo Force,1992,67,26
1694-1,Galactic Scout,1992,129,23
1695-1,Treasure Chest,1992,199,24
1696-1,Pirate Lookout,1992,148,17
1698-1,Basic Building Set Trial Size,1991,467,26
1699-1,Small Bucket,1993,467,179
1月7日,Basic Set,1973,469,107
170-1,Push Along Play Train,1972,235,87
1701-1,Basic Building Set Trial Size,1994,467,26
1701-2,Bionicle Gali Pen,2001,501,16
1702-1,Fire Fighter 4 x 4,1994,67,59
1702-2,Bionicle Kopaka Pen,2001,501,16
1703-1,Dalmatian Station Building Set,1994,467,181
1703-2,Bionicle Lewa Pen,2001,501,17
1704-1,Ice Planet Satellite Plough,1994,133,47
1704-2,Bionicle Onua Pen,2001,501,16
1705-1,Large Dinosaur Bucket,1994,467,327
1705-2,Bionicle Pohatu Pen,2001,501,16
1706-1,Bionicle Tahu Pen,2001,501,16
1708-1,Large Bucket,1994,467,665
1708-2,Bionicle Limited Edition Pen,2001,501,8
1709-1,Darth Vader Pen,2002,501,17
1月17日,Hinges,1985,443,3
1710-1,Snowmobile,1994,67,24
17101-1,Creative Toolbox,2017,301,847
1710-2,R2-D2 Pen,2002,501,14
171-1,Complete Train Set Without Motor,1972,235,147
1711-1,Ice Planet Scooter,1994,133,19
1711-2,C-3PO Pen,2002,501,15
1712-1,Crossbow Cart,1994,190,23
1712-2,Anakin Skywalker Pen,2002,501,17
1713-1,Shipwrecked Pirate,1994,148,23
1713-2,Jango Fett Pen,2002,501,16
1714-1,Surveillance Scooter,1995,142,23
1714-2,Clone Trooper Pen,2002,501,15
1715-1,Special Value,1995,467,400
1715-3,Bionicle Gahlok Pen,2002,501,14
1716-1,Starter Set with Building Plates,1994,467,201
1716-2,Bionicle Kohrak Pen,2002,501,16
1717-1,Bionicle Lehvak Pen,2002,501,16
1718-1,Bionicle Nuhvok Pen,2002,501,16
1719-1,Freestyle Bricks and Plates,1995,399,199
1719-2,Bionicle Pahrak Pen,2002,501,16
1720-1,Cactus Canyon Value Pack,1994,67,0
1720-2,Bionicle Tahnok Pen,2002,501,16
1721-1,Sandypoint Marina Value Pack,1994,67,0
1722-1,Rescue / Ice Planet Combi Pack,1994,559,0
1723-1,Castle / Pirates Combi Pack,1994,559,0
1724-1,Bird,1994,465,9
1725-1,Dinosaur,1994,465,11
1726-1,Girl,1994,465,7
1727-1,Horse,1994,465,10
1727-2,Chewbacca Pen,2002,501,15
1728-1,Crystal Crawler,1996,308,97
1728-2,Darth Maul Pen,2002,501,13
1729-1,Barnacle Bay Value Pack,1994,148,0
1729-2,Luke Skywalker Pen,2003,501,14
1730-1,Snow Scooter,1994,67,24
1730-2,Paploo Pen,2003,501,15
1731-1,Ice Planet Scooter,1994,133,19
1731-2,Stormtrooper Pen,2003,501,15
1732-1,Crossbow Cart,1994,190,23
1732-2,Obi-Wan Kenobi Pen,2003,501,16
1733-1,Shipwrecked Pirate,1994,148,23
1733-2,Tusken Raider Pen,2003,501,15
1734-1,Yoda Pen,2003,501,14
1735-1,Knights Kingdom: Rascus & Jayko Pen,2005,501,15
1736-1,Wizard's Cart,1995,190,18
1737-1,Scorpion Detector,1996,131,198
1739-1,Penguin,1997,505,8
1740-1,Kayak,1994,67,16
1741-1,Car,1994,67,36
1742-1,Van,1994,67,81
1743-1,"Box of Standard Bricks, 5+",1995,467,400
1744-1,Medium Bucket,1995,505,51
1745-1,"Box of Standard Bricks, 3+",1995,467,404
1746-1,Wiz the Wizard,1995,190,18
1747-1,Treasure Surprise,1996,148,25
1749-1,Paravane,1996,308,16
1750-1,Renault Formula 1 Racer,1992,67,33
1751-1,Bucket,1996,505,27
1752-1,Boat with Armour,1996,201,21
1754-1,Bionicle: The Quest Game,2006,501,0
1756-1,{Basic Promotional Set},1995,465,8
1758-1,{Basic Promotional Set},1995,465,7
1759-1,Parrot,1995,505,7
1760-1,Go-Cart,1995,67,21
1761-1,Paradisa Speedboat,1995,90,21
1762-1,Go-Cart,1995,67,21
1764-1,Birthday Building Set,1995,505,100
1766-1,Small Freestyle Bucket,1995,399,109
1767-1,{Basic Promotional Set},1995,465,6
