SYMBOL,avg_log2FC,AveExpr,t,Pvalue,adj.P.Val,B
LINC00165,0.002386626,1.703761309,0.127109508,0.901851403,0.95576974,-6.517967185
FEZ1,-0.017152181,3.18844801,-0.12708198,0.901872532,0.95576974,-6.517971012
HNRNPA0,-0.006755207,3.580050088,-0.127073679,0.901878903,0.95576974,-6.517972165
ITGB2,0.034569332,2.919215978,0.126919999,0.901996858,0.95576974,-6.517993511
PYCARD,0.010960577,3.354877322,0.126882001,0.902026022,0.95576974,-6.517998785
INTU,-0.017535802,2.654135213,-0.12686976,0.902035418,0.95576974,-6.518000483
USP35,0.022707234,2.50824899,0.126824053,0.902070501,0.95576974,-6.518006824
PPIAP21 ,0.004923319,2.823982055,0.126771423,0.902110896,0.95576974,-6.518014123
PEG10,-0.016948123,1.851411458,-0.126721792,0.902148992,0.95576974,-6.518021003
ENOX1,0.045907878,2.027505945,0.126674554,0.90218525,0.95576974,-6.518027549
KLHL23 ,0.011517431,3.293493492,0.126546161,0.902283801,0.955806961,-6.518045328
BC069804 ,0.017606236,2.54363328,0.126141656,0.9025943,0.955937393,-6.518101224
ZFP28,-0.020908393,2.137163666,-0.12609174,0.902632616,0.955937393,-6.518108109
KDM5A,-0.003731286,3.374330215,-0.126065676,0.902652625,0.955937393,-6.518111703
FASTKD5,0.005731284,3.077281345,0.126055251,0.902660627,0.955937393,-6.518113141
INSL3,-0.00339742,2.698346482,-0.125971532,0.902724893,0.955938283,-6.518124679
SORBS1,-0.009488126,3.292034239,-0.125646159,0.902974669,0.955970585,-6.518169451
MTMR14,0.005514484,3.1623193,0.125634698,0.902983467,0.955970585,-6.518171026
ARF5,0.005848664,3.455012276,0.125605787,0.903005662,0.955970585,-6.518174998
REEP4,-0.005260232,3.397329034,-0.125601303,0.903009104,0.955970585,-6.518175614
RP11-363E7.4,-0.024446384,2.493242042,-0.125227582,0.903296011,0.956207155,-6.518226878
LOC101929007,0.002315274,1.580835186,0.124590859,0.90378486,0.956560006,-6.518313868
NHP2L1,-0.00451942,3.426376322,-0.124547067,0.903818483,0.956560006,-6.518319834
ZNF808,0.002878648,2.028135186,0.124545435,0.903819735,0.956560006,-6.518320056
ARRDC2,0.00860247,3.267742638,0.124322075,0.903991233,0.956674334,-6.518350456
AADAT,0.011948302,2.765168561,0.124234525,0.904058456,0.956678302,-6.518362357
ADNP2,-0.00640023,3.392467337,-0.124072996,0.904182485,0.956742377,-6.518384293
CCZ1 ,0.002640783,3.814747963,0.123215344,0.904841069,0.957372032,-6.518500284
SALL1,0.002357699,1.771149637,0.12310154,0.904928464,0.957397291,-6.518515614
CD84,0.022289433,2.908560986,0.122957265,0.905039261,0.957403225,-6.51853503
ALDH1L2,0.013864767,2.299554101,0.122914773,0.905071893,0.957403225,-6.518540744
CHD6,0.005054846,3.193132622,0.12271407,0.905226029,0.957403225,-6.518567706
RP11-932O9.10,0.002274663,1.68392161,0.122666309,0.905262709,0.957403225,-6.518574115
CNTRL,-0.006377659,2.88815827,-0.122653429,0.905272601,0.957403225,-6.518575844
CDKL1,-0.016528646,2.129657343,-0.122524866,0.905371338,0.957403225,-6.518593083
CHFR,-0.008272427,3.430304459,-0.122515245,0.905378727,0.957403225,-6.518594372
NKIRAS2,-0.004349869,3.30938789,-0.122410991,0.905458796,0.957420722,-6.518608338
PPM1A,-0.00485,3.530230923,-0.122232262,0.905596066,0.957498695,-6.518632252
MGAT4A,-0.016373381,1.956130163,-0.121858905,0.905882826,0.957734705,-6.518682095
TMEM55B,-0.004286081,3.25425239,-0.121519259,0.906143708,0.957921917,-6.518727306
TRAK1,-0.012067764,2.672314109,-0.121432763,0.906210147,0.957921917,-6.518738799
AX746830,0.002235435,1.713047089,0.121380135,0.906250572,0.957921917,-6.518745789
NHP2,-0.005384472,3.774733535,-0.121244753,0.906354563,0.957964655,-6.518763754
SPATA5L1,0.019486676,1.919220584,0.12108669,0.906475981,0.958025803,-6.518784704
IFNA10,0.002287225,1.72717933,0.120944,0.90658559,0.958074465,-6.518803593
RPS16P5,0.019076811,3.026914688,0.120655766,0.906807009,0.958241271,-6.518841681
FAM177A1 ,0.008942547,3.491880374,0.120507999,0.906920525,0.958294038,-6.518861172
SQSTM1,-0.005083561,3.674711876,-0.120160686,0.907187345,0.958508774,-6.518906891
C1S,0.02263353,3.377475698,0.119999278,0.907311349,0.958572596,-6.518928093
CR2,-0.032347592,2.843534851,-0.119907337,0.907381985,0.958580029,-6.518940157
PRKD3,-0.00243968,1.754585687,-0.119614151,0.907607239,0.958694705,-6.518978567
CHKB-CPT1B ,0.027719368,2.808643213,0.119600469,0.907617751,0.958694705,-6.518980358
ADAM28,-0.021959268,3.135998581,-0.119445124,0.907737106,0.958753585,-6.519000669
TMTC3,0.016818253,2.309927099,0.119178553,0.907941925,0.958784413,-6.519035462
ITGAM,-0.025746377,2.934436242,-0.119167334,0.907950545,0.958784413,-6.519036924
FMO1,0.017277278,2.831595516,0.119071861,0.908023903,0.958784413,-6.519049366
LCE3D,-0.03915657,2.980782675,-0.118890238,0.908163458,0.958784413,-6.519073006
ORC3,0.005190433,3.208596781,0.118870017,0.908178995,0.958784413,-6.519075635
PIBF1,0.00978992,3.209260594,0.118824489,0.908213978,0.958784413,-6.519081555
C1orf61,-0.0063847,2.060172549,-0.118765205,0.908259532,0.958784413,-6.519089259
FOXG1,0.040567201,2.259653075,0.118728498,0.908287738,0.958784413,-6.519094028
AMPD3,0.010495737,3.186223458,0.118576865,0.908404255,0.958784413,-6.51911371
PPARA,-0.008181915,1.973848582,-0.118539178,0.908433214,0.958784413,-6.519118598
FAM214B,-0.007441856,3.166285594,-0.118422109,0.908523173,0.958784413,-6.519133771
WBP5,-0.004191737,3.701882098,-0.118413672,0.908529656,0.958784413,-6.519134864
PITHD1,0.015618901,1.950213987,0.118057167,0.908803614,0.958978751,-6.519180977
BSDC1,0.004750589,3.386745201,0.118008437,0.908841062,0.958978751,-6.51918727
ZNF331,-0.011439335,3.206650272,-0.117861474,0.908954001,0.95903078,-6.519206231
STUB1,-0.00451555,3.517032535,-0.11777449,0.909020847,0.959034174,-6.519217442
SREK1,-0.003942414,3.571949017,-0.117623315,0.909137027,0.959081851,-6.519236908
MIR6845 ,-0.008335511,3.297058335,-0.117550085,0.909193305,0.959081851,-6.519246328
FAM84A ,-0.009827541,3.236405855,-0.117262527,0.909414304,0.95911966,-6.519283263
STK38,0.010154573,3.196706217,0.117256128,0.909419222,0.95911966,-6.519284084
PPP4R1L ,-0.002378146,1.639761593,-0.117249285,0.909424481,0.95911966,-6.519284961
HPS5,-0.006925973,3.312150952,-0.117163358,0.909490521,0.95911966,-6.519295979
CPEB1,0.002166719,1.73004752,0.117089447,0.909547326,0.95911966,-6.51930545
KIAA1257,0.00220173,1.715817906,0.11657568,0.909942205,0.959328791,-6.519371118
AGAP4,0.020691129,2.688145932,0.116528256,0.909978657,0.959328791,-6.519377166
CENPH,0.006608442,2.909967186,0.116500479,0.910000007,0.959328791,-6.519380706
LUC7L2,0.005866819,3.399911932,0.116500166,0.910000247,0.959328791,-6.519380746
S100PBP,-0.004026274,3.190192576,-0.116335238,0.910127018,0.959395329,-6.519401752
SPIN2A ,0.013273184,2.899779549,0.115898656,0.910462603,0.959657762,-6.519457214
RABAC1,-0.004876304,3.55937149,-0.115831325,0.91051436,0.959657762,-6.519465749
CNOT2,0.003664126,3.473084811,0.11576286,0.910566989,0.959657762,-6.519474423
HINFP,-0.003523236,3.029308699,-0.115578236,0.910708911,0.959740226,-6.519497787
IGK ,-0.044975633,3.073089001,-0.115447353,0.910809525,0.959754963,-6.519514328
SOD2,0.008913159,3.407331743,0.115394374,0.910850252,0.959754963,-6.519521018
HDDC2,0.002492749,3.620485376,0.114869375,0.911253853,0.960113112,-6.519587148
C1QTNF1,-0.010891327,3.068901478,-0.113735376,0.912125724,0.960915502,-6.519728964
TEX10,0.011479997,2.308834205,0.113634044,0.912203639,0.960915502,-6.519741568
CTA-29F11.1,-0.014546043,2.875829025,-0.113630095,0.912206675,0.960915502,-6.519742059
VPS39,-0.004794681,3.195701949,-0.113445421,0.912348674,0.960997919,-6.519765
SYTL2,-0.012522808,3.162766241,-0.113306756,0.9124553,0.961043066,-6.519782201
RPS6KA3,0.007621528,3.371585301,0.113017941,0.912677386,0.961076233,-6.519817961
CLDN18,0.00220771,1.730651706,0.112943067,0.912734962,0.961076233,-6.519827217
NDFIP1,-0.003987035,3.595494175,-0.1129047,0.912764466,0.961076233,-6.519831957
HOTTIP,-0.004783327,2.316138193,-0.112854247,0.912803263,0.961076233,-6.519838188
METTL18,-0.00838192,3.042495297,-0.112851185,0.912805618,0.961076233,-6.519838566
GPC4,-0.028341747,2.593695635,-0.112668968,0.912945743,0.961156624,-6.519861048
SLC5A12,0.002827037,1.971818269,0.112573517,0.913019145,0.961166764,-6.519872809
DDX19A,-0.00344046,3.24359219,-0.112138561,0.913353642,0.961405323,-6.519926281
POGZ,-0.005562529,3.301106694,-0.111962246,0.91348924,0.961405323,-6.519947897
SF3B3,0.007108223,3.61750026,0.111911525,0.913528248,0.961405323,-6.51995411
RBM41,-0.009413635,3.062558428,-0.111870608,0.913559717,0.961405323,-6.519959119
TIMM8B,-0.002613404,3.770599522,-0.111864139,0.913564692,0.961405323,-6.519959911
METTL21EP,0.002100322,1.655140698,0.111488978,0.913853229,0.961641825,-6.520005753
BC038194 ,0.002199103,1.734623793,0.111382609,0.91393504,0.961660773,-6.520018723
AFTPH,-0.003825865,3.568692903,-0.111167148,0.914100759,0.961768003,-6.520044957
TEAD3,0.007471866,3.29404058,0.110800715,0.914382608,0.961848869,-6.520089456
RP11-845C23.3,0.00216767,1.848592555,0.11076376,0.914411033,0.961848869,-6.520093935
MKRN4P ,-0.005229741,3.201913142,-0.110751457,0.914420496,0.961848869,-6.520095426
MBD5,-0.01687001,2.766941086,-0.11069165,0.9144665,0.961848869,-6.520102672
PTPRG,-0.018160953,2.064982701,-0.110515274,0.914602169,0.961848869,-6.520124018
MIR194-2,0.005479992,1.937665783,0.110493467,0.914618943,0.961848869,-6.520126654
BLOC1S4,0.006261314,3.315768103,0.110482853,0.914627108,0.961848869,-6.520127938
TCEANC,0.002071679,1.652450795,0.110403493,0.914688153,0.961848869,-6.520137528
TRAC ,0.026038386,3.000278356,0.110171041,0.914866963,0.961938582,-6.52016558
ACE2,-0.024068407,2.39942007,-0.110126647,0.914901112,0.961938582,-6.520170931
CD9,-0.004515012,3.967223388,-0.109844772,0.915117948,0.96209945,-6.520204854
CAMTA2,0.00587335,2.90852678,0.109673586,0.915249639,0.962170786,-6.520225414
MSL1,0.003276592,3.592860468,0.109453185,0.915419194,0.962281915,-6.520251838
TCAIM,-0.022306215,2.839912809,-0.109274959,0.915556307,0.962294528,-6.520273166
AGT,0.017665738,2.193068318,0.109073045,0.915711647,0.962294528,-6.520297288
TLR4,0.017668152,2.456677719,0.109050408,0.915729063,0.962294528,-6.520299989
CCDC92,-0.005667409,3.411858339,-0.108989466,0.915775949,0.962294528,-6.520307259
ZMPSTE24,0.004012399,3.627979826,0.108966892,0.915793316,0.962294528,-6.520309951
PRPF39,-0.008269038,3.234217599,-0.10892279,0.915827247,0.962294528,-6.520315209
ZFX,-0.006944286,2.856733766,-0.108856668,0.915878119,0.962294528,-6.520323087
ARHGEF39,0.00203645,1.728348952,0.108660899,0.916028739,0.962326229,-6.520346386
LNP1,-0.010140705,2.703455903,-0.108651478,0.916035987,0.962326229,-6.520347506
ATP6V1F ,-0.00323184,3.75190332,-0.10854633,0.916116887,0.96234414,-6.520360002
SORD,-0.008596658,2.978146333,-0.108460846,0.916182659,0.962346159,-6.520370151
DOK6,0.00204623,1.776444186,0.108355494,0.916263718,0.962364234,-6.520382649
CREB5,-0.018873475,2.089774542,-0.108092893,0.916465771,0.96243445,-6.520413748
SPIRE1,-0.012699037,2.778591352,-0.108016103,0.916524856,0.96243445,-6.520422828
AIF1,0.01192268,3.132650709,0.108002021,0.916535691,0.96243445,-6.520424492
NFE2L2,0.006044126,3.284116573,0.107936647,0.916585994,0.96243445,-6.520432216
TRIL,0.016507378,2.8451358,0.107850187,0.916652521,0.962437255,-6.520442424
NLRP10,-0.001982799,1.634880233,-0.107485807,0.916932904,0.962535959,-6.520485356
DERA,0.00410818,3.601801999,0.107479361,0.916937864,0.962535959,-6.520486114
DPY19L2P2,-0.005235424,1.863601887,-0.107458509,0.91695391,0.962535959,-6.520488566
TLDC1,0.010688305,3.179539863,0.107368405,0.917023245,0.962535959,-6.520499157
ZNF197,-0.006722315,1.967003955,-0.107313049,0.917065842,0.962535959,-6.52050566
RAB7B,0.02327386,3.083486153,0.106747613,0.917500967,0.962823839,-6.520571886
ND4,0.001959062,4.139334932,0.106649129,0.917576757,0.962823839,-6.520583385
ATP6,-0.001959062,4.131716357,-0.106649129,0.917576757,0.962823839,-6.520583385
LOC100132077,0.002032539,1.691083075,0.10662458,0.91759565,0.962823839,-6.52058625
MYL12A ,0.003601935,3.922617898,0.106132957,0.917974001,0.963153787,-6.520643482
LOC101927974,-0.016979629,2.331156681,-0.105616799,0.918371259,0.963479746,-6.520703286
CLEC4E,-0.001979591,1.692152274,-0.105563189,0.918412521,0.963479746,-6.520709481
AGPAT4,0.014632939,2.238390968,0.105118042,0.918755148,0.963734784,-6.520760797
HLA-DMA,-0.013949152,3.409209691,-0.10508119,0.918783513,0.963734784,-6.520765036
HS1BP3,0.007243061,3.217436164,0.104947335,0.918886545,0.963775783,-6.520780419
TERF2IP,-0.003408721,3.508709305,-0.104366653,0.919333527,0.964177504,-6.520846927
ZMYM4,-0.003294329,3.1766491,-0.104271408,0.919406845,0.964187306,-6.520857801
TBC1D8B,0.007756817,2.779410623,0.103732635,0.919821599,0.964555148,-6.520919124
TAF13,-0.003338149,1.881393746,-0.10340494,0.920073877,0.964752572,-6.520956267
FAM134A,0.004155444,3.210610684,0.102901377,0.920461564,0.964986859,-6.521013116
HSD17B1,-0.011823276,2.913672178,-0.102836664,0.920511388,0.964986859,-6.521020402
CYLC1,0.001906445,1.796739455,0.102795344,0.920543201,0.964986859,-6.521025051
SCYL3,-0.007505464,3.059843834,-0.102782078,0.920553415,0.964986859,-6.521026543
WDR64,0.001917379,1.720988815,0.102685984,0.9206274,0.9649973,-6.521037348
LANCL3,0.023645352,1.914270072,0.102577774,0.920710714,0.965017516,-6.521049502
URGCP,0.005494331,3.126726583,0.102488183,0.920779695,0.965022707,-6.521059556
DLG5-AS1,0.001902557,1.699379281,0.102402699,0.920845513,0.965024584,-6.52106914
CATSPER2 ,0.001966163,1.607376208,0.101943179,0.921199332,0.965288616,-6.521120525
LOC100506585,0.002335008,1.92271504,0.101909133,0.921225548,0.965288616,-6.521124323
EAF1,-0.003784532,3.163985434,-0.101685872,0.92139746,0.965293966,-6.521149198
FNIP1,-0.00798931,1.858907399,-0.101685755,0.92139755,0.965293966,-6.521149211
NPC1,-0.006242719,3.412093076,-0.101652978,0.92142279,0.965293966,-6.521152858
RP11-16P6.1,-0.002971136,2.084270399,-0.101328592,0.921672578,0.965488539,-6.52118889
NDUFAF5,-0.005644486,3.145676877,-0.100975415,0.921944547,0.965706318,-6.52122799
SMG6,-0.004839789,2.669110918,-0.10083859,0.922049914,0.965747755,-6.521243101
PECR,0.007501045,2.97066156,0.100757635,0.922112257,0.965747755,-6.521252032
HSD17B10,0.004478544,3.587544995,0.100623438,0.922215603,0.965788881,-6.521266821
PTGDR,0.001923611,1.66507641,0.100277622,0.922481925,0.965951417,-6.521304841
RGS14,0.006037683,3.097157847,0.10025547,0.922498985,0.965951417,-6.521307272
UQCRB,0.003738427,3.863789907,0.09989588,0.922775926,0.96617428,-6.521346659
LOC100287525,-0.007988286,2.985751468,-0.099731266,0.922902708,0.966239901,-6.521364643
CDS2,-0.003999653,3.242313723,-0.099295471,0.923238361,0.966456913,-6.521412109
AK021537,0.003238024,2.683498737,0.09921829,0.923297808,0.966456913,-6.521420494
PCSK7,0.004566217,3.274040339,0.099212387,0.923302355,0.966456913,-6.521421135
OGT,0.010320579,3.210851894,0.099106414,0.923383979,0.966475232,-6.521432637
GNB4,-0.007181696,2.985233585,-0.098971393,0.923487978,0.966516965,-6.521447273
ID2 ,-0.012515141,3.262037054,-0.098606398,0.923769123,0.966744078,-6.521486739
CABP4,0.002030333,1.725602755,0.098468745,0.923875155,0.966750619,-6.521501586
HTR7,-0.010950023,2.245709347,-0.098431744,0.923903657,0.966750619,-6.521505573
ADSL,0.004150225,3.371290867,0.098319743,0.923989932,0.966773777,-6.521517633
ZSCAN32,-0.005405233,3.130209253,-0.098157445,0.924114952,0.966837468,-6.521535084
RP11-111J6.2,-0.001986883,1.78180901,-0.097870486,0.924336006,0.966999174,-6.52156587
OSBPL6,-0.020187968,2.87614192,-0.097634787,0.924517579,0.966999174,-6.521591089
IL16,0.012037472,2.91372036,0.097633704,0.924518413,0.966999174,-6.521591205
RPLP2,0.009942902,2.044399973,0.097623664,0.924526148,0.966999174,-6.521592278
RPS17,-0.001971649,4.05311123,-0.097508649,0.924614752,0.967018692,-6.521604561
POLE3,-0.003921592,3.494687429,-0.097402252,0.924696718,0.967018692,-6.52161591
FRY,0.001860253,1.878231784,0.097349589,0.924737289,0.967018692,-6.521621523
RWDD3,-0.00340171,3.345922003,-0.097095247,0.924933234,0.967155982,-6.52164859
CSMD1,0.001798771,1.640911493,0.097012591,0.924996913,0.967155982,-6.521657371
USP7,-0.00498702,3.548160145,-0.096570082,0.925337839,0.967445332,-6.521704253
CTNND2,0.001785756,1.755784918,0.096264111,0.925573579,0.967624678,-6.521736545
S100A11P1 ,0.002803234,3.881974779,0.096094352,0.925704377,0.967694296,-6.521754417
GPR157,0.013388749,1.91246873,0.095931128,0.925830141,0.967724145,-6.521771571
DGKE,0.001792229,1.730146876,0.095884525,0.925866049,0.967724145,-6.521776463
HCST,0.007583612,3.076631871,0.095807303,0.92592555,0.967724145,-6.521784565
MVB12A,0.004163004,3.419147173,0.095549763,0.926123992,0.967823548,-6.521811538
SLC9A8,0.009316617,2.647426529,0.095481093,0.926176905,0.967823548,-6.521818717
LOC101926951 ,0.039488146,2.10363272,0.09543386,0.9262133,0.967823548,-6.521823653
LOC100506870 ,-0.003012436,2.582510943,-0.095234052,0.926367264,0.967917324,-6.521844504
USP3,0.003013502,3.488235954,0.094589972,0.926863586,0.968368777,-6.52191142
ARAP2 ,0.008803636,3.44277487,0.094358849,0.927041696,0.968487727,-6.521935322
ATP5L,-0.001920699,3.855966532,-0.094272608,0.927108157,0.968490029,-6.521944226
SLC25A21,0.002335681,1.762804233,0.09397109,0.927340524,0.968576175,-6.521975292
SLC4A7,0.00824379,2.870462205,0.093828429,0.927450469,0.968576175,-6.521989956
RASSF7,-0.006790431,3.070450768,-0.093816811,0.927459422,0.968576175,-6.521991149
CSNK2A2,-0.006245751,3.17385584,-0.093767885,0.927497129,0.968576175,-6.521996172
DUS2,0.00281905,3.080663208,0.093748669,0.927511939,0.968576175,-6.521998144
TP53TG1,-0.004078163,3.235913967,-0.093606477,0.927621524,0.968623501,-6.522012725
NT5C3A,0.003403341,3.451465943,0.093478244,0.927720354,0.96865959,-6.522025856
GPSM1,0.004537722,3.109411558,0.092910094,0.928158245,0.968990302,-6.522083818
RAB6B,-0.016725979,2.290043441,-0.09290046,0.92816567,0.968990302,-6.522084798
TM9SF3,-0.002655851,3.730499199,-0.092455849,0.928508364,0.969224173,-6.522129905
ZNF416,-0.012060317,2.682978226,-0.092442957,0.928518301,0.969224173,-6.52213121
RRAGB,0.016554686,2.264314434,0.092023813,0.92884138,0.969427908,-6.52217353
HAPLN1,0.017358537,2.32236884,0.092022855,0.928842119,0.969427908,-6.522173627
ZMYM6 ,0.006066374,3.256498182,0.09141295,0.929312264,0.969851436,-6.522234865
SCAMPER,0.00171904,1.692210368,0.091200677,0.929475901,0.969955049,-6.522256083
RABGGTB ,-0.002836172,3.677317605,-0.09110032,0.929553265,0.969968624,-6.522266097
LOC100240734,0.001695318,1.67882953,0.090981387,0.929644951,0.969974337,-6.52227795
ZDHHC15,-0.001740558,1.771049531,-0.090926257,0.929687451,0.969974337,-6.52228344
FLJ42627,0.007576622,2.686811006,0.090694078,0.929866443,0.970093931,-6.522306521
COG4,-0.005226817,3.276187813,-0.090388197,0.930102259,0.970238833,-6.52233684
FOXP1-IT1,0.005730408,2.204866344,0.090310033,0.93016252,0.970238833,-6.522344571
NLN,0.001824425,1.699106774,0.09026342,0.930198457,0.970238833,-6.522349179
EFCAB6,0.001675542,1.706767892,0.090035718,0.930374009,0.970354789,-6.522371651
ID3,0.007781625,3.403971303,0.089682706,0.930646179,0.970388848,-6.522406378
IQCH,0.001750168,1.861319893,0.089679411,0.93064872,0.970388848,-6.522406702
PDE10A,-0.01348073,2.294938707,-0.089669105,0.930656665,0.970388848,-6.522407714
EVI2A,-0.017871634,2.98127672,-0.089659334,0.930664199,0.970388848,-6.522408673
ELF5,0.007667399,1.79830368,0.089004127,0.931169386,0.970848435,-6.522472751
KRTAP4-8,0.001728994,1.768888302,0.088589841,0.931488832,0.971048486,-6.522513025
AK024936,0.001638602,1.810482201,0.088588177,0.931490115,0.971048486,-6.522513187
METTL14,0.005491301,3.259972351,0.088406662,0.931630081,0.971127227,-6.522530773
BAD,0.007652604,3.042001718,0.088158148,0.931821714,0.971259811,-6.522554792
TTC18,-0.001665491,1.810654722,-0.087814137,0.932086994,0.971469136,-6.52258793
IGKV1-17 ,-0.024666788,3.373733113,-0.087364736,0.932433557,0.971763143,-6.522631025
PIGF,-0.004379592,3.38815659,-0.087178672,0.932577049,0.971845487,-6.522648803
DACH2,0.001738683,1.858974866,0.086954072,0.932750262,0.97195879,-6.522670213
SIDT2,-0.00238971,3.066511658,-0.086594468,0.933027599,0.972060831,-6.522704376
CNNM1,0.001715704,1.942718688,0.086583205,0.933036285,0.972060831,-6.522705444
VTI1A,-0.01149519,2.15051905,-0.086303703,0.933251852,0.972060831,-6.522731897
ZNF296,0.006772236,2.895267439,0.086197863,0.933333483,0.972060831,-6.522741891
SPRED2,-0.005806499,3.323142294,-0.086193898,0.933336541,0.972060831,-6.522742266
PARP2,-0.004068603,3.313639524,-0.086166405,0.933357746,0.972060831,-6.52274486
RP11-536G4.2,-0.001645617,1.724267906,-0.086129965,0.933385851,0.972060831,-6.522748297
COL12A1,-0.007309869,3.67756785,-0.086084837,0.933420657,0.972060831,-6.522752551
BCAS3,0.005062431,2.92636064,0.086020419,0.933470342,0.972060831,-6.52275862
RPAIN,-0.010384415,2.629931691,-0.085990872,0.933493131,0.972060831,-6.522761403
OSBPL10,-0.007465609,1.780300454,-0.085807285,0.933634731,0.972141117,-6.522778668
PGPEP1,-0.007271472,2.482733752,-0.085703869,0.933714496,0.97215701,-6.522788378
RNASEL,-0.004325281,3.108180989,-0.085496658,0.933874321,0.972256253,-6.522807798
ADPRHL2,-0.004617687,3.390957738,-0.085080323,0.934195457,0.972498794,-6.522846675
FOXA1,0.014453571,2.9548557,0.085027328,0.934236335,0.972498794,-6.52285161
GLG1,-0.002533421,3.517484446,-0.084696381,0.934491617,0.972512527,-6.52288236
FBXL12,-0.003402063,3.343930095,-0.084670144,0.934511856,0.972512527,-6.522884793
UNC45A,-0.004387007,2.798934841,-0.08466258,0.934517691,0.972512527,-6.522885494
LOC100287210,0.00159546,1.717345031,0.084628781,0.934543763,0.972512527,-6.522888626
TCTN1,0.005001482,2.634315962,0.084528154,0.934621386,0.972512527,-6.522897945
SSH1,0.011926433,2.231578688,0.084508335,0.934636675,0.972512527,-6.522899779
AMBRA1,-0.002301613,2.634237692,-0.08427048,0.934820157,0.972582761,-6.522921756
FLT4,-0.001793277,1.748897548,-0.084228588,0.934852473,0.972582761,-6.52292562
PDIK1L,0.006425843,3.21617949,0.08413,0.934928526,0.972582761,-6.522934707
GSTP1,0.003362773,3.873820686,0.084051614,0.934988995,0.972582761,-6.522941924
PI4K2B ,-0.007112618,3.362637424,-0.083965705,0.935055268,0.972582761,-6.522949826
ZAK,-0.014685619,2.856219446,-0.083918936,0.935091347,0.972582761,-6.522954124
GPR1,-0.008811211,3.020053511,-0.083581864,0.935351382,0.97276487,-6.522985033
TTC27,-0.005077013,3.183595684,-0.083524653,0.935395518,0.97276487,-6.522990267
MUL1,-0.004023793,3.025276735,-0.083034695,0.935773514,0.973090824,-6.523034943
BRWD1-IT2,0.001928144,1.809236231,0.082839476,0.935924127,0.973162002,-6.523052671
SFT2D3,-0.005984983,3.123390854,-0.082738667,0.936001903,0.973162002,-6.523061809
MESP2,-0.004146239,1.951314138,-0.082627514,0.936087661,0.973162002,-6.523071872
NRARP,0.009110498,3.259288226,0.082505437,0.936181848,0.973162002,-6.523082909
SETD4,-0.00973202,2.851007439,-0.082476214,0.936204395,0.973162002,-6.523085548
CSF3,0.027183732,2.389018104,0.082393248,0.936268407,0.973162002,-6.523093037
ZNF274,-0.005964896,3.290842401,-0.082360161,0.936293935,0.973162002,-6.523096021
HEG1,0.005644752,3.218382552,0.08180144,0.936725028,0.973484473,-6.523146235
TMEM63A,-0.003757585,2.269494589,-0.081702504,0.936801366,0.973484473,-6.523155092
COMMD9,0.003990056,3.270329325,0.081652061,0.936840288,0.973484473,-6.523159603
SELM,-0.007697866,3.515997849,-0.081530514,0.936934075,0.973484473,-6.523170462
AES,-0.003800286,3.423111136,-0.081472433,0.93697889,0.973484473,-6.523175645
LOC101928955,-0.001527084,1.750675808,-0.081393348,0.937039914,0.973484473,-6.523182696
SIKE1,-0.001539359,1.712536153,-0.081372096,0.937056312,0.973484473,-6.52318459
VPS52,0.003274607,3.581998989,0.08101901,0.937328765,0.973644152,-6.523215982
DKFZp667F0711,-0.00154495,1.778090307,-0.080752849,0.937534149,0.973644152,-6.523239555
CLEC4A,-0.016684192,2.505004354,-0.080726983,0.93755411,0.973644152,-6.523241842
UNC5B-AS1,-0.015759474,2.523074963,-0.080708204,0.9375686,0.973644152,-6.523243501
CYP1A2,-0.002383598,2.751655462,-0.080487397,0.937738991,0.973644152,-6.523262988
IFNE,-0.001545105,1.587017211,-0.080412411,0.937796857,0.973644152,-6.523269594
MAGIX,-0.004834365,2.079502862,-0.080385413,0.937817692,0.973644152,-6.523271971
FBXO9,-0.021564746,2.600512463,-0.080372897,0.93782735,0.973644152,-6.523273072
CEP104,-0.006233851,3.216786477,-0.080371216,0.937828647,0.973644152,-6.52327322
MEF2A,0.007371299,2.75030743,0.080335756,0.937856011,0.973644152,-6.52327634
ARL14,0.026894043,2.121292588,0.080155614,0.937995026,0.973659457,-6.523292169
MFN1,-0.004077331,3.443000596,-0.080101745,0.938036598,0.973659457,-6.523296895
RGCC,-0.005281291,3.476196776,-0.079982152,0.93812889,0.973659457,-6.523307377
INPP5K,0.002318907,2.91834774,0.079938473,0.938162598,0.973659457,-6.523311201
CALHM1,0.002251005,2.037828052,0.079894526,0.938196512,0.973659457,-6.523315047
RP11-560A15.4,0.001563387,1.644868375,0.079744853,0.938312019,0.973659457,-6.523328129
SLC25A11,0.002896873,3.302931968,0.079730679,0.938322957,0.973659457,-6.523329366
COPS3,0.001979577,3.535403568,0.079496559,0.938503638,0.973739326,-6.523349776
ZNF136,-0.010030856,2.812555201,-0.079381331,0.938592566,0.973739326,-6.523359799
CHTF8,-0.002822618,3.468940784,-0.079379804,0.938593745,0.973739326,-6.523359932
DYNC2LI1,0.002388539,2.031215613,0.079134794,0.938782836,0.973868463,-6.523381195
RASSF4,0.007391244,3.248591898,0.078448461,0.939312546,0.974350908,-6.523440411
SLC4A8,-0.002863791,2.042417551,-0.078233259,0.939478646,0.974410868,-6.523458872
CDC42SE2,0.013157977,2.663678918,0.078096907,0.939583888,0.974410868,-6.523470543
