ID	HR	lower	upper	pvalue	symbol	as_id	splice_type	exons	from_exon	to_exon	novel_splice
PGAP2_AP_14000	1.602538878	1.187968561	2.161783517	0.002016847	PGAP2	14000	AP	5	null	null	0
CASKIN2_AP_43450	1.604763138	1.188385402	2.167028243	0.00202774	CASKIN2	43450	AP	1	null	null	0
CD300A_AP_43249	0.612775638	0.448920205	0.836438142	0.002035615	CD300A	43249	AP	2	null	null	0
COMMD5_AP_85672	0.62289934	0.461003747	0.841649533	0.002052198	COMMD5	85672	AP	1	null	null	0
NUDT6_AP_70523	1.604195276	1.187738512	2.166674277	0.002057015	NUDT6	70523	AP	1	null	null	0
GALNT4_AP_23641	0.625971472	0.464488125	0.843595912	0.002089419	GALNT4	23641	AP	1	null	null	0
ARHGEF39_AP_86268	0.626374541	0.464871569	0.843985934	0.00210601	ARHGEF39	86268	AP	1	null	null	0
ATL2_AP_53242	1.601798334	1.186156922	2.163084712	0.002113589	ATL2	53242	AP	1	null	null	0
CD86_AP_66418	1.595222807	1.183862599	2.149519553	0.00214635	CD86	66418	AP	1	null	null	0
PKIB_AP_77377	1.598274011	1.183902805	2.157676968	0.002195101	PKIB	77377	AP	4	null	null	0
TCF4_AP_45605	0.527787589	0.350331897	0.795130963	0.002240395	TCF4	45605	AP	12	null	null	0
SPATA13_AP_25475	0.628754264	0.46690853	0.846701011	0.002243996	SPATA13	25475	AP	1	null	null	0
S100A10_AP_7679	1.592112115	1.180943619	2.146436922	0.002280182	S100A10	7679	AP	2	null	null	0
MAP2K1_AP_31268	0.627716214	0.465375338	0.846687853	0.002288495	MAP2K1	31268	AP	6	null	null	0
ACAP1_AP_38921	0.626984127	0.464212337	0.846830349	0.002334164	ACAP1	38921	AP	1	null	null	0
RAB40A_AP_89734	0.628480707	0.465948956	0.847706585	0.002348819	RAB40A	89734	AP	1	null	null	0
TARBP2_AP_22067	0.628510432	0.465411461	0.848765868	0.002448037	TARBP2	22067	AP	1.1	null	null	0
GALNT4_AP_23640	1.582647414	1.174928918	2.131850529	0.002522552	GALNT4	23640	AP	3.1	null	null	0
FDFT1_AP_82643	0.632342229	0.469624773	0.851438676	0.002531693	FDFT1	82643	AP	6.1	null	null	0
BCAP31_AP_90464	1.585502205	1.17545171	2.13859678	0.002538402	BCAP31	90464	AP	2	null	null	0
PCNA_AP_58648	0.632732251	0.46974765	0.852266321	0.002596426	PCNA	58648	AP	1	null	null	0
ENOSF1_AP_44459	0.629915155	0.466292147	0.850953858	0.002597907	ENOSF1	44459	AP	11	null	null	0
MAP2K1_AP_31267	1.583327171	1.173806312	2.135722823	0.002617186	MAP2K1	31267	AP	1	null	null	0
CHTOP_AP_7742	0.628898007	0.464900599	0.850746814	0.002625421	CHTOP	7742	AP	3.1	null	null	0
SLC1A4_AP_53774	0.632973173	0.469731243	0.85294526	0.002654299	SLC1A4	53774	AP	1	null	null	0
PFKM_AP_21416	1.583207588	1.17210918	2.138492139	0.002742348	PFKM	21416	AP	1	null	null	0
CHTOP_AP_7743	1.585670043	1.172173721	2.14503144	0.002785629	CHTOP	7743	AP	1	null	null	0
LIMS1_AP_54885	1.573380822	1.168357126	2.118810384	0.00283927	LIMS1	54885	AP	1	null	null	0
FBXO5_AP_78211	1.574211947	1.168193983	2.121345677	0.002869217	FBXO5	78211	AP	2	null	null	0
SLC20A2_AP_83727	0.636280016	0.472637457	0.856580985	0.002877804	SLC20A2	83727	AP	3	null	null	0
H3F3A_AP_10007	0.629438506	0.464167194	0.853556299	0.00289294	H3F3A	10007	AP	3.1	null	null	0
FTO_AP_36426	0.599619282	0.428082587	0.839892337	0.002931814	FTO	36426	AP	7.1	null	null	0
TFDP1_AP_26386	1.569038442	1.166066428	2.111270485	0.002935324	TFDP1	26386	AP	3	null	null	0
CLASP2_AP_63869	0.632853919	0.468075674	0.855639601	0.002948129	CLASP2	63869	AP	8	null	null	0
ZNF524_AP_52116	1.581109737	1.16893742	2.13861577	0.002949943	ZNF524	52116	AP	1	null	null	0
DIDO1_AP_60090	1.567436302	1.164750376	2.10934172	0.003011032	DIDO1	60090	AP	1	null	null	0
DIDO1_AP_60089	0.638405698	0.474559485	0.858821387	0.003019713	DIDO1	60089	AP	2.1	null	null	0
MARK2_AP_16537	1.5676287	1.164294344	2.110685975	0.003053616	MARK2	16537	AP	2	null	null	0
VPS54_AP_53761	0.635825196	0.471160951	0.858037319	0.003064722	VPS54	53761	AP	4	null	null	0
NFE2L2_AP_56128	0.638067246	0.47375718	0.859363885	0.003100009	NFE2L2	56128	AP	6	null	null	0
TSPAN8_AP_23401	1.600751248	1.17196354	2.186420029	0.003101963	TSPAN8	23401	AP	9	null	null	0
CD300A_AP_43250	1.568748458	1.162893626	2.116248355	0.003198516	CD300A	43250	AP	1	null	null	0
BCAP31_AP_90465	0.638829033	0.473885112	0.861184543	0.003275022	BCAP31	90465	AP	1.1	null	null	0
ZNF524_AP_52115	0.63696715	0.471556095	0.860400606	0.003281509	ZNF524	52115	AP	2.1	null	null	0
TACC2_AP_13337	0.638544658	0.473492043	0.861132275	0.00328416	TACC2	13337	AP	1	null	null	0
SLC27A2_AP_30566	1.680211807	1.187895358	2.376565997	0.003354376	SLC27A2	30566	AP	1	null	null	0
ENOSF1_AP_44460	1.567815392	1.160522831	2.118049759	0.003390271	ENOSF1	44460	AP	1.1	null	null	0
CDC20_AP_2166	1.563460225	1.158577683	2.10983511	0.003471847	CDC20	2166	AP	1	null	null	0
ZNF185_AP_90397	0.643099456	0.477817017	0.865555005	0.003584833	ZNF185	90397	AP	17	null	null	0
ST5_AP_14262	1.554087089	1.154991223	2.09108661	0.003596788	ST5	14262	AP	10.1	null	null	0
ETV1_AP_78828	0.64066887	0.474523302	0.864987238	0.003650217	ETV1	78828	AP	7	null	null	0
SLC29A1_AP_76359	0.644907136	0.479298577	0.867737218	0.003769239	SLC29A1	76359	AP	1	null	null	0
RNF145_AP_74404	0.644285358	0.478514234	0.867484376	0.003771644	RNF145	74404	AP	3.1	null	null	0
MANEAL_AP_1833	1.910118656	1.232308142	2.960747523	0.003802331	MANEAL	1833	AP	1	null	null	0
CHRNB1_AP_38959	1.555207589	1.152474633	2.098675819	0.003876535	CHRNB1	38959	AP	3	null	null	0
UCHL5_AP_9237	0.639271701	0.471620018	0.866520275	0.003936744	UCHL5	9237	AP	1	null	null	0
SRP68_AP_43546	1.549358702	1.150341355	2.086782654	0.003953957	SRP68	43546	AP	9	null	null	0
CSNK1E_AP_62230	0.64660735	0.480411999	0.870296884	0.004021915	CSNK1E	62230	AP	1	null	null	0
PDE4D_AP_72138	0.64061809	0.472931873	0.86776037	0.004027493	PDE4D	72138	AP	20	null	null	0
ITGB2_AP_60844	0.646821643	0.480469881	0.870768917	0.004076081	ITGB2	60844	AP	1	null	null	0
SERPINB6_AP_75147	0.646064785	0.479512605	0.870466599	0.004079141	SERPINB6	75147	AP	4	null	null	0
TRIM16L_AP_39629	0.645423808	0.478577045	0.870438514	0.004114348	TRIM16L	39629	AP	1.1	null	null	0
MTPAP_AP_11119	0.641488856	0.473653611	0.868795135	0.004120288	MTPAP	11119	AP	1	null	null	0
PFN1_AP_38616	0.640041815	0.471612161	0.868623751	0.004184139	PFN1	38616	AP	2.1	null	null	0
NFIX_AP_47900	0.647359697	0.480714112	0.871775066	0.004188336	NFIX	47900	AP	5.1	null	null	0
LCK_AP_1581	0.648110452	0.481638393	0.872121416	0.00419235	LCK	1581	AP	1	null	null	0
UCHL5_AP_9238	1.558996519	1.150163247	2.113152332	0.004215768	UCHL5	9238	AP	2	null	null	0
MFSD12_AP_46693	0.645751894	0.478483347	0.871494297	0.004247127	MFSD12	46693	AP	1	null	null	0
YWHAZ_AP_84719	1.542196323	1.145359611	2.076526425	0.004315524	YWHAZ	84719	AP	6	null	null	0
CDKN2A_AP_86000	0.649789715	0.482611256	0.874879456	0.004500373	CDKN2A	86000	AP	4.1	null	null	0
ZNF580_AP_52122	1.545551836	1.14398798	2.088073057	0.004563951	ZNF580	52122	AP	1	null	null	0
OBFC1_AP_13029	1.538017425	1.141731333	2.071851348	0.004627566	OBFC1	13029	AP	1	null	null	0
NGFRAP1_AP_89729	0.651163584	0.483721406	0.876566568	0.004674854	NGFRAP1	89729	AP	2.1	null	null	0
GALNT11_AP_82400	0.631899423	0.4596645	0.868670259	0.004697396	GALNT11	82400	AP	2	null	null	0
SLC29A1_AP_76356	1.532797957	1.139332421	2.06214581	0.004775648	SLC29A1	76356	AP	3.1	null	null	0
MFSD5_AP_21984	0.652212438	0.484427246	0.878111352	0.004853818	MFSD5	21984	AP	1	null	null	0
RGS10_AP_13261	1.537276939	1.139444211	2.07401149	0.004888096	RGS10	13261	AP	1	null	null	0
MCRS1_AP_21588	0.652974839	0.48524802	0.878676724	0.004895314	MCRS1	21588	AP	4	null	null	0
NEDD1_AP_23832	1.533308512	1.137163269	2.067455973	0.00506551	NEDD1	23832	AP	1	null	null	0
FBLN5_AP_28888	0.652852569	0.484333691	0.88000584	0.005125116	FBLN5	28888	AP	2	null	null	0
AHI1_AP_77883	0.650922105	0.481859102	0.879301821	0.005138045	AHI1	77883	AP	5.1	null	null	0
EML2_AP_50492	1.606780415	1.152085072	2.240931131	0.005204636	EML2	50492	AP	3	null	null	0
SHC1_AP_7855	1.527114036	1.134420137	2.055743901	0.005245724	SHC1	7855	AP	2.1	null	null	0
PRKAG2_AP_82384	1.531699424	1.134580454	2.067815569	0.005360192	PRKAG2	82384	AP	7.1	null	null	0
KEAP1_AP_47524	1.532075839	1.134612533	2.068773533	0.005367014	KEAP1	47524	AP	1	null	null	0
SLC1A4_AP_53775	1.52460395	1.13195521	2.053453337	0.005507511	SLC1A4	53775	AP	2	null	null	0
MTPAP_AP_11118	1.536179935	1.13419597	2.080635846	0.005545672	MTPAP	11118	AP	3	null	null	0
GGT1_AP_61431	1.522996999	1.130859366	2.05111257	0.00561242	GGT1	61431	AP	3	null	null	0
TAF9_AP_72343	0.657258751	0.48826818	0.884737287	0.005647878	TAF9	72343	AP	1	null	null	0
SLC27A2_AP_30567	0.592720594	0.409219049	0.858507695	0.005656224	SLC27A2	30567	AP	2	null	null	0
RBPMS_AP_83285	1.518371675	1.128909763	2.042193823	0.005748536	RBPMS	83285	AP	1	null	null	0
LTBP1_AP_53179	1.518664603	1.127929448	2.044757481	0.005901509	LTBP1	53179	AP	1	null	null	0
PFN1_AP_38615	1.535310373	1.131419993	2.083380138	0.005909793	PFN1	38615	AP	1	null	null	0
CLU_AP_83168	1.526174112	1.129457166	2.062236171	0.00591267	CLU	83168	AP	1	null	null	0
PRKAR1B_AP_78509	0.658867328	0.489432027	0.88695903	0.005944178	PRKAR1B	78509	AP	5	null	null	0
SSBP4_AP_48426	1.516715991	1.126896094	2.041383771	0.005993477	SSBP4	48426	AP	1	null	null	0
SHC1_AP_7854	0.659615904	0.49021976	0.887547131	0.006000988	SHC1	7854	AP	1	null	null	0
CIC_AP_50142	1.518041092	1.126832693	2.045067356	0.006045385	CIC	50142	AP	3	null	null	0
C2ORF15_AP_54670	1.522562089	1.127774996	2.055547715	0.00604788	C2ORF15	54670	AP	6	null	null	0
LOH12CR1_AP_20506	0.658635978	0.488774685	0.887528273	0.006069617	LOH12CR1	20506	AP	1	null	null	0
ASCC1_AP_12075	1.518501351	1.126431765	2.04703598	0.006120752	ASCC1	12075	AP	2	null	null	0
CLASRP_AP_50388	0.657395881	0.487046759	0.887326189	0.006122391	CLASRP	50388	AP	2.1	null	null	0
PPP1R13B_AP_29518	0.654079877	0.482836372	0.886056872	0.006124011	PPP1R13B	29518	AP	1	null	null	0
ZNF641_AP_21446	0.656034244	0.485305247	0.886825214	0.006126823	ZNF641	21446	AP	3.1	null	null	0
SNAP47_AP_10056	1.520732928	1.126575813	2.052794506	0.006170411	SNAP47	10056	AP	2	null	null	0
PARP15_AP_66448	0.659274629	0.488886093	0.889047659	0.006317293	PARP15	66448	AP	1	null	null	0
C2CD2_AP_60692	0.660291241	0.489888583	0.889966695	0.006422985	C2CD2	60692	AP	3	null	null	0
TPRA1_AP_66607	1.512888293	1.123209399	2.037759824	0.006438169	TPRA1	66607	AP	2.1	null	null	0
PTPN6_AP_20023	0.659575326	0.488797479	0.890020162	0.006487821	PTPN6	20023	AP	2	null	null	0
LEMD2_AP_75767	0.659041929	0.488069559	0.889906481	0.006505416	LEMD2	75767	AP	2.1	null	null	0
MEST_AP_81803	1.511399118	1.122354224	2.035299771	0.006525317	MEST	81803	AP	1	null	null	0
SRP68_AP_43547	0.663036143	0.492872927	0.891947806	0.006614758	SRP68	43547	AP	1.1	null	null	0
ACOT7_AP_390	0.663234401	0.492894118	0.892442928	0.006701487	ACOT7	390	AP	4	null	null	0
GGA1_AP_62121	0.664257188	0.494001999	0.893189932	0.006777688	GGA1	62121	AP	1	null	null	0
TTC39A_AP_2947	0.662555686	0.491816784	0.892568232	0.006779896	TTC39A	2947	AP	4	null	null	0
ZCCHC8_AP_24958	0.661629621	0.490570343	0.892336362	0.006803291	ZCCHC8	24958	AP	2.1	null	null	0
CNEP1R1_AP_36356	1.510708789	1.120391243	2.037003646	0.006822691	CNEP1R1	36356	AP	1	null	null	0
COQ10A_AP_22414	1.506532857	1.119430743	2.027495907	0.006840484	COQ10A	22414	AP	1	null	null	0
BCAR1_AP_37598	1.504928777	1.118365113	2.025108434	0.006965119	BCAR1	37598	AP	6	null	null	0
HLF_AP_42579	0.625217348	0.444439429	0.879527572	0.006992939	HLF	42579	AP	4.1	null	null	0
EXOC6_AP_12541	0.664780268	0.494082629	0.894451208	0.0070034	EXOC6	12541	AP	1	null	null	0
CHEK1_AP_19307	0.665030046	0.494077333	0.895133075	0.007130269	CHEK1	19307	AP	1	null	null	0
TANGO2_AP_61112	0.665387688	0.494531435	0.895273271	0.007132322	TANGO2	61112	AP	1	null	null	0
SDCBP2_AP_58485	0.665908258	0.495095269	0.895653494	0.007173614	SDCBP2	58485	AP	3	null	null	0
NFYC_AP_2013	1.508399093	1.117676159	2.035712944	0.007203513	NFYC	2013	AP	1	null	null	0
MGAT1_AP_75021	1.508119216	1.117364824	2.035524584	0.007247772	MGAT1	75021	AP	6	null	null	0
CDK7_AP_72310	1.509167461	1.117006036	2.039009952	0.007346847	CDK7	72310	AP	1	null	null	0
SERPINB6_AP_75149	1.505643745	1.116197619	2.030969292	0.007365648	SERPINB6	75149	AP	1.1	null	null	0
MCM7_AP_80880	0.663945613	0.492082183	0.895833647	0.007369041	MCM7	80880	AP	2	null	null	0
ALDH3B1_AP_17270	1.501009654	1.11512212	2.020433405	0.007392665	ALDH3B1	17270	AP	2	null	null	0
CENPM_AP_62467	1.507977525	1.116488181	2.036740071	0.007396263	CENPM	62467	AP	1	null	null	0
GUK1_AP_10180	0.662642808	0.490232554	0.895688153	0.007440818	GUK1	10180	AP	1	null	null	0
CLPTM1_AP_50379	0.664776682	0.492696403	0.896958114	0.007551896	CLPTM1	50379	AP	1.1	null	null	0
TSHZ2_AP_59817	1.499802385	1.113996241	2.019223324	0.007552124	TSHZ2	59817	AP	1	null	null	0
TC2N_AP_28884	1.503374785	1.113888394	2.029050447	0.007699838	TC2N	28884	AP	2.1	null	null	0
CCM2_AP_79581	1.506875636	1.114426184	2.037527665	0.007726703	CCM2	79581	AP	1	null	null	0
MAP1LC3A_AP_59028	0.665648856	0.493375182	0.898075979	0.00773373	MAP1LC3A	59028	AP	1	null	null	0
MAPKAPK3_AP_65093	0.667921978	0.496274385	0.898937729	0.007745824	MAPKAPK3	65093	AP	1	null	null	0
PTPN6_AP_20022	1.502247575	1.113332513	2.027020454	0.007761307	PTPN6	20022	AP	1	null	null	0
PES1_AP_61779	1.500643472	1.11292143	2.023440982	0.00777929	PES1	61779	AP	4.1	null	null	0
FLI1_AP_19416	1.496782178	1.111684848	2.015280584	0.007869205	FLI1	19416	AP	2	null	null	0
MCM7_AP_80881	1.500830424	1.11233823	2.025006334	0.007894403	MCM7	80881	AP	1	null	null	0
H3F3A_AP_10005	1.503280615	1.112484757	2.03135602	0.007955774	H3F3A	10005	AP	2.1	null	null	0
DLGAP4_AP_59281	0.669999039	0.498381684	0.9007127	0.007987975	DLGAP4	59281	AP	9	null	null	0
GPR116_AP_76427	0.667551213	0.495102075	0.900066157	0.008038023	GPR116	76427	AP	2	null	null	0
C2ORF15_AP_54669	0.667203186	0.494443637	0.900325252	0.008127636	C2ORF15	54669	AP	1	null	null	0
PTRH2_AP_42789	0.666570284	0.493615652	0.900125313	0.008132752	PTRH2	42789	AP	2.1	null	null	0
OSBPL7_AP_42093	0.666704182	0.493668174	0.900391172	0.008184406	OSBPL7	42093	AP	2.1	null	null	0
SYNJ2_AP_78242	0.669357779	0.496899722	0.901670531	0.008268889	SYNJ2	78242	AP	3	null	null	0
ISLR_AP_31676	1.492607527	1.108176847	2.010398643	0.008389737	ISLR	31676	AP	2	null	null	0
CHEK1_AP_19309	1.491067227	1.107714341	2.007089186	0.008423274	CHEK1	19309	AP	2.1	null	null	0
DNAJC7_AP_40967	1.498250575	1.109059359	2.024016809	0.008427012	DNAJC7	40967	AP	1	null	null	0
CDV3_AP_66833	0.672339672	0.50005946	0.903973768	0.00857991	CDV3	66833	AP	3	null	null	0
MCRS1_AP_21587	1.488360518	1.106404402	2.002176625	0.008582883	MCRS1	21587	AP	1	null	null	0
CLIP1_AP_24945	1.49038698	1.106590691	2.007294449	0.008622521	CLIP1	24945	AP	1	null	null	0
TRIOBP_AP_62149	0.671552117	0.498801151	0.904132328	0.008686044	TRIOBP	62149	AP	1	null	null	0
ZNF581_AP_52118	0.666962213	0.492722938	0.902816896	0.008748114	ZNF581	52118	AP	1	null	null	0
ARGLU1_AP_26231	0.671508016	0.498592425	0.90439203	0.008754578	ARGLU1	26231	AP	2	null	null	0
ZNF580_AP_52121	0.671150321	0.498037406	0.904435588	0.008795881	ZNF580	52121	AP	2.1	null	null	0
SMAD3_AP_31300	0.669913221	0.496411091	0.904056602	0.008806168	SMAD3	31300	AP	1	null	null	0
AGPAT3_AP_60795	0.673032108	0.500453791	0.905122964	0.008808307	AGPAT3	60795	AP	3.1	null	null	0
CHI3L2_AP_4144	0.669416885	0.495710123	0.903993978	0.008832619	CHI3L2	4144	AP	4.1	null	null	0
RMDN1_AP_84367	1.490433378	1.105304959	2.009754534	0.008886639	RMDN1	84367	AP	2	null	null	0
ARGLU1_AP_26232	1.487698972	1.104606635	2.00365285	0.008925894	ARGLU1	26232	AP	1	null	null	0
ELMO1_AP_79266	0.673125632	0.500213119	0.905810142	0.008974635	ELMO1	79266	AP	1.1	null	null	0
FNIP2_AP_71000	0.669972348	0.496104172	0.904775594	0.00898166	FNIP2	71000	AP	2	null	null	0
ERP27_AP_20562	0.669599357	0.49556163	0.904757899	0.009008974	ERP27	20562	AP	1	null	null	0
PTRH2_AP_42790	1.492214214	1.105021506	2.015076855	0.009013509	PTRH2	42790	AP	1	null	null	0
EFHD1_AP_58005	0.673251875	0.500144159	0.90627488	0.009082808	EFHD1	58005	AP	2	null	null	0
ZSCAN31_AP_75728	0.670607004	0.49667592	0.905447065	0.009097874	ZSCAN31	75728	AP	8.1	null	null	0
FAM63A_AP_7531	0.642850271	0.461203347	0.896039617	0.009111191	FAM63A	7531	AP	2.1	null	null	0
KLC2_AP_16988	1.494165589	1.104834387	2.020692726	0.009127123	KLC2	16988	AP	2	null	null	0
F11R_AP_8517	1.485293303	1.103117371	1.999874403	0.009145064	F11R	8517	AP	4.1	null	null	0
DBNDD2_AP_59534	0.670247772	0.49585291	0.9059785	0.009264861	DBNDD2	59534	AP	2	null	null	0
MAP3K12_AP_22062	0.672886582	0.499166457	0.90706486	0.009318835	MAP3K12	22062	AP	2	null	null	0
COPS7B_AP_57937	0.673760663	0.500101774	0.907722097	0.009415149	COPS7B	57937	AP	1	null	null	0
BZW1_AP_56750	0.675154927	0.501886761	0.908241084	0.009430695	BZW1	56750	AP	1	null	null	0
GGA1_AP_62120	1.479334684	1.100289804	1.988958817	0.009520799	GGA1	62120	AP	2	null	null	0
PPCS_AP_2072	1.485841023	1.10139779	2.004474283	0.009536294	PPCS	2072	AP	2.1	null	null	0
NMD3_AP_67506	1.478807445	1.100047657	1.987978834	0.009553133	NMD3	67506	AP	2.1	null	null	0
DLGAP4_AP_59282	1.4803873	1.100273249	1.991820269	0.009566523	DLGAP4	59282	AP	8	null	null	0
TMUB2_AP_41784	0.675362343	0.501787549	0.9089789	0.009608896	TMUB2	41784	AP	1	null	null	0
CHRNB1_AP_38958	0.675314671	0.501685064	0.909036243	0.009628428	CHRNB1	38958	AP	11.1	null	null	0
NFIX_AP_47902	0.659580008	0.481182982	0.904117151	0.009697802	NFIX	47902	AP	4.1	null	null	0
TACC2_AP_13336	1.507401489	1.104331038	2.057588867	0.009735365	TACC2	13336	AP	10	null	null	0
UBA1_AP_88907	1.485242057	1.100307314	2.0048435	0.009752167	UBA1	88907	AP	1	null	null	0
NIPA1_AP_29687	1.478865836	1.098942886	1.990134511	0.009801802	NIPA1	29687	AP	3	null	null	0
SCNM1_AP_7563	0.675845212	0.502022408	0.909853311	0.009802092	SCNM1	7563	AP	1	null	null	0
CYB5R3_AP_62543	0.677549591	0.503980831	0.910894661	0.009935924	CYB5R3	62543	AP	3	null	null	0
UGDH_AP_69065	1.477988107	1.097686122	1.990048703	0.010051509	UGDH	69065	AP	2	null	null	0
ARFRP1_AP_60151	1.476369448	1.097267521	1.986449707	0.010081789	ARFRP1	60151	AP	3.1	null	null	0
FAM222B_AP_39979	1.476706788	1.097220639	1.987442505	0.010106333	FAM222B	39979	AP	4.1	null	null	0
SLC3A2_AP_16464	0.677139667	0.503059339	0.911459331	0.010128349	SLC3A2	16464	AP	5.1	null	null	0
COL18A1_AP_60875	0.677965391	0.503897246	0.912164285	0.010251529	COL18A1	60875	AP	3.1	null	null	0
GNAQ_AP_86654	0.639276691	0.4542803	0.89960909	0.010260265	GNAQ	86654	AP	1	null	null	0
HLF_AP_42578	0.584653931	0.388012999	0.880950432	0.010290075	HLF	42578	AP	3	null	null	0
GGA3_AP_43390	0.678595863	0.504575167	0.912633786	0.01032727	GGA3	43390	AP	1	null	null	0
FBXO11_AP_53514	1.632965511	1.122571401	2.375418044	0.010328533	FBXO11	53514	AP	1	null	null	0
SEPT9_AP_43724	0.677847824	0.503469495	0.912622665	0.01039106	42622	43724	AP	12	null	null	0
FAM49B_AP_85138	1.474389502	1.095134544	1.984983869	0.010499133	FAM49B	85138	AP	4	null	null	0
CDK7_AP_72311	0.67632148	0.501186678	0.912655433	0.010536782	CDK7	72311	AP	2.1	null	null	0
PGM1_AP_3269	1.482522995	1.096102056	2.005173168	0.010603142	PGM1	3269	AP	1	null	null	0
MAP3K11_AP_16885	0.677994136	0.503163107	0.913572643	0.010648313	MAP3K11	16885	AP	2	null	null	0
ZNF131_AP_71921	1.473258453	1.094252443	1.983537238	0.010662971	ZNF131	71921	AP	4.1	null	null	0
TUBA1A_AP_21539	0.67142995	0.494546747	0.911578492	0.010668195	TUBA1A	21539	AP	3.1	null	null	0
LZIC_AP_587	1.469496646	1.093322598	1.975099019	0.010730802	LZIC	587	AP	2	null	null	0
WDR78_AP_3326	0.653216976	0.470907077	0.906107467	0.010757303	WDR78	3326	AP	2	null	null	0
HSPBP1_AP_52051	1.471425299	1.093203008	1.980503525	0.01084061	HSPBP1	52051	AP	2.1	null	null	0
ARHGAP27_AP_41961	0.679617414	0.504638552	0.915268618	0.010993895	ARHGAP27	41961	AP	7	null	null	0
MAPRE2_AP_45134	1.472229363	1.09270777	1.983567205	0.010995383	MAPRE2	45134	AP	2	null	null	0
MCF2L_AP_26315	0.671174816	0.493557353	0.912711828	0.011011651	MCF2L	26315	AP	9	null	null	0
KIF23_AP_31389	0.679768339	0.504581517	0.915778678	0.011130543	KIF23	31389	AP	7	null	null	0
DGKZ_AP_15540	1.471044512	1.091400537	1.982747748	0.011269772	DGKZ	15540	AP	3	null	null	0
DNAJB1_AP_47991	0.682811628	0.508220473	0.917380831	0.011331716	DNAJB1	47991	AP	1	null	null	0
TARBP2_AP_22068	1.467416225	1.090528854	1.974556077	0.011335681	TARBP2	22068	AP	2	null	null	0
LRRC37A3_AP_43079	0.681169929	0.505787812	0.917365862	0.011477636	LRRC37A3	43079	AP	11.1	null	null	0
WAC_AP_11097	0.678483698	0.502231533	0.916589458	0.011488885	WAC	11097	AP	5.1	null	null	0
EFHC1_AP_76468	1.472448542	1.090727716	1.987759801	0.011498016	EFHC1	76468	AP	1	null	null	0
ABAT_AP_33901	0.682127975	0.506909986	0.917911636	0.011555533	ABAT	33901	AP	3	null	null	0
SLC25A46_AP_72941	0.679697379	0.503653413	0.917274687	0.011584691	SLC25A46	72941	AP	3.1	null	null	0
CDKN1A_AP_75987	1.468039493	1.08964353	1.977839445	0.011587543	CDKN1A	75987	AP	2.1	null	null	0
NUDT1_AP_78608	1.471831396	1.090018371	1.987386374	0.011652243	NUDT1	78608	AP	2	null	null	0
NFYC_AP_2015	0.681074627	0.505300316	0.91799398	0.011677326	NFYC	2015	AP	4	null	null	0
OXCT1_AP_71883	0.640681062	0.453185877	0.905748046	0.011723553	OXCT1	71883	AP	15	null	null	0
ATG5_AP_77115	1.465783531	1.088360646	1.974089535	0.011822813	ATG5	77115	AP	2	null	null	0
B3GNT5_AP_67799	1.463928021	1.08803407	1.969685794	0.011828401	B3GNT5	67799	AP	1	null	null	0
HOXB3_AP_42195	0.681328611	0.505186202	0.918886293	0.011928325	HOXB3	42195	AP	1	null	null	0
PEX19_AP_8454	1.469961991	1.088578483	1.984963223	0.011944364	PEX19	8454	AP	1	null	null	0
TPD52_AP_84267	0.683100356	0.507272633	0.919872404	0.012071987	TPD52	84267	AP	1	null	null	0
SNRNP35_AP_25074	0.682392736	0.505968213	0.920334192	0.012282727	SNRNP35	25074	AP	2	null	null	0
RNPS1_AP_33245	0.684234241	0.50826602	0.921124919	0.012362879	RNPS1	33245	AP	1.1	null	null	0
SPHK1_AP_43581	1.459341471	1.084738106	1.96331033	0.012511718	SPHK1	43581	AP	4.1	null	null	0
ATG5_AP_77114	0.684679473	0.50858916	0.921738051	0.012517842	ATG5	77114	AP	1	null	null	0
WRB_AP_60627	1.459795411	1.084672409	1.964650915	0.012549596	WRB	60627	AP	2	null	null	0
THAP4_AP_58392	0.685245171	0.509270161	0.922027207	0.012558291	THAP4	58392	AP	3	null	null	0
DNAJB1_AP_47990	1.457939696	1.084337521	1.960264322	0.01256019	DNAJB1	47990	AP	3	null	null	0
TSGA10_AP_54661	1.459853374	1.084616624	1.964907992	0.012567433	TSGA10	54661	AP	4	null	null	0
THAP4_AP_58391	1.459293615	1.084460254	1.963684559	0.012585864	THAP4	58391	AP	1	null	null	0
COPS7B_AP_57936	1.46038034	1.084214024	1.967056956	0.012701275	COPS7B	57936	AP	2	null	null	0
GALK2_AP_30516	0.686615421	0.51079107	0.922961978	0.012733907	GALK2	30516	AP	1	null	null	0
MUSTN1_AP_65284	0.684879428	0.508473509	0.922486271	0.012741173	MUSTN1	65284	AP	1	null	null	0
ZMYND8_AP_59710	1.455293091	1.082345005	1.956749439	0.012999377	ZMYND8	59710	AP	1	null	null	0
NGFRAP1_AP_89730	1.461750487	1.083154588	1.972677318	0.013055744	NGFRAP1	89730	AP	1	null	null	0
XXYLT1_AP_68171	1.461667819	1.082985291	1.972762541	0.013099613	XXYLT1	68171	AP	1	null	null	0
PHACTR1_AP_75360	0.685200998	0.50820021	0.9238493	0.013158515	PHACTR1	75360	AP	6	null	null	0
CCM2_AP_79582	0.683363861	0.505716569	0.923414804	0.013186524	CCM2	79582	AP	2	null	null	0
CAPN3_AP_30148	0.685799452	0.508948596	0.924102929	0.013186636	CAPN3	30148	AP	22	null	null	0
