Land.Use.and.Land.Cover.Change	Anthropogenic.biomes.of.the.world	Clinical.Antibiotic.Usage	Pesticides	Energy.Extraction.and.Production	Agricultural.Crops	Fungicides	Mining.and.sewage.treatment	Trends.in.Global.Freshwater.Availability	GDP	Veterinary.Antibiotics	PM2.5	Non-Conventional.Energy.Resources	LH.ARG
-4.91446162891078e-03	 2.94453508203910e-02	 8.38894396424057e-03	-7.74256532917419e-03	 2.16477961671173e-02	-8.44437390949453e-03	-1.00548029556714e-02	-2.66854798502022e-02	 3.37391975057486e-02	 6.99627670553395e-03	 1.58398164356490e-02	-2.03561795523711e-02	 1.67284141560376e-02	1.723520120e+05
 3.07558011823704e-02	-2.59749749460671e-03	-1.42843309836302e-02	-5.54548695318762e-03	 6.63892490266753e-03	 5.77613523562556e-03	-3.48015883991152e-03	 5.89022969365272e-03	-2.17823890767356e-03	-3.28343337787924e-03	-9.15551841014122e-03	 6.61638082095496e-03	 2.93577560209770e-03	0.000000000e+00
 3.97712423409915e-02	-1.38007787246442e-02	-2.44474203628156e-02	-1.60809862473045e-02	 6.11955255448774e-03	-7.18874955116907e-04	 1.97860228078129e-02	 3.98802976849486e-03	-4.92824693043363e-02	 5.56037399389507e-02	 3.46379097136777e-03	-2.12347151525773e-03	-3.99366398179570e-02	2.499125200e+04
 3.08746843513482e-02	-2.56552398551649e-03	-1.43873825073336e-02	-5.45442958383565e-03	 6.61642384899500e-03	 5.85426241979920e-03	-3.46129376571722e-03	 6.12896162926304e-03	-2.51402257238357e-03	-2.75207266760763e-03	-6.47110697437538e-03	 2.28689920579929e-03	 2.21677181585043e-03	6.751054600e+04
 3.89859123757018e-02	-1.17268690966135e-02	-2.41390064626417e-02	-1.41425943127681e-02	 5.25308237746013e-03	 7.02975274437695e-03	 9.64357561953007e-03	 3.21392571878362e-03	-2.08620141906016e-02	 2.46286026454521e-02	-7.73656575281672e-04	 2.08362586131458e-03	-2.10330826616128e-02	1.205545500e+04
 3.89658200108853e-02	-1.17342876969202e-02	-2.41202430196230e-02	-1.41602618011061e-02	 5.25694077160567e-03	 7.00972114255398e-03	 9.64577763183914e-03	 3.17099786046322e-03	-2.08210419961542e-02	 2.45554120691550e-02	-1.24995933682820e-03	 2.85382694456319e-03	-2.09160870132572e-02	0.000000000e+00
 2.71877112299530e-02	 2.16771292421954e-02	-7.45493373837560e-03	 1.59428511105567e-02	-3.12008743653531e-02	 3.41416791212238e-03	 9.99370253587773e-03	 9.94518400880882e-03	-8.55562298870887e-03	 2.13188276527166e-02	 5.97306462376881e-02	-1.14782181250683e-01	-7.16524771618654e-03	1.914042960e+06
 3.07726968916949e-02	 2.30007950213566e-02	-1.08028061665999e-02	 1.90951775265507e-02	-3.18893093910673e-02	 6.98831192020428e-03	 9.60080789021830e-03	 1.76045988150528e-02	-1.58660979360588e-02	 3.43778761517909e-02	 1.44715096121379e-01	-2.52205519186366e-01	-2.80402281215135e-02	4.065040800e+06
 2.49983804544141e-02	 2.08687739235754e-02	-5.41040669384394e-03	 1.40177429265182e-02	-3.07804509296781e-02	 1.23145807408647e-03	 1.02336411075898e-02	 5.26762204897087e-03	-4.09115665713003e-03	 1.33437394722001e-02	 7.83111605038855e-03	-3.08585142104954e-02	 5.58298654535530e-03	6.004405600e+05
 3.57359969867110e-02	-3.71014327547082e-03	-2.20668572991839e-02	-1.06254595075573e-02	-7.76205199996133e-03	-2.37318275362087e-03	-8.41450100948928e-03	-1.18009929553094e-02	 7.63576369733027e-02	 8.58185595226988e-02	 2.90509546227851e-02	 8.67173195099367e-02	-3.55396225608459e-02	0.000000000e+00
 3.57359969867110e-02	-3.71014327547082e-03	-2.20668572991839e-02	-1.06254595075573e-02	-7.76205199996133e-03	-2.37318275362087e-03	-8.41450100948928e-03	-1.18009929553094e-02	 7.63576369733027e-02	 8.58185595226988e-02	 2.90509546227851e-02	 8.67173195099367e-02	-3.55396225608459e-02	0.000000000e+00
 3.82665970962175e-02	-9.69224675495032e-03	-2.38630319307778e-02	-1.22434752303976e-02	 4.40091341957312e-03	 1.46579772307498e-02	-3.19407426014305e-04	 2.52881837984038e-03	 7.05163757467792e-03	-5.76105859938188e-03	-4.33288839190192e-03	 5.41945772469957e-03	-2.87007327774730e-03	1.511903308e+04
 3.82638518993069e-02	-9.69326034985707e-03	-2.38604683029383e-02	-1.22458891191979e-02	 4.40144058756875e-03	 1.46552403358179e-02	-3.19106567581607e-04	 2.52295319547243e-03	 7.05723555891929e-03	-5.77105854442397e-03	-4.39796509548639e-03	 5.52468942109426e-03	-2.85408829562377e-03	1.347191000e+04
 3.83396615418145e-02	-9.66526954627074e-03	-2.39312638474374e-02	-1.21792286744397e-02	 4.38688264560931e-03	 1.47308207160729e-02	-3.27414886063441e-04	 2.68492246203738e-03	 6.90264512408626e-03	-5.49490631074327e-03	-2.60084751336164e-03	 2.61867664891674e-03	-3.29551957351361e-03	5.895783175e+04
-5.48755669892342e-03	-2.79553960510258e-02	 4.19096390873343e-02	-1.45122716752351e-03	-1.35199417547379e-03	 4.03730918373631e-03	 2.66503075635589e-03	 2.36048650577130e-02	 4.45424809946989e-03	-1.76812983592892e-02	-1.33212994186149e-02	 7.89114415378553e-03	 1.67077892250226e-02	0.000000000e+00
-5.48755669892342e-03	-2.79553960510258e-02	 4.19096390873343e-02	-1.45122716752351e-03	-1.35199417547379e-03	 4.03730918373631e-03	 2.66503075635589e-03	 2.36048650577130e-02	 4.45424809946989e-03	-1.76812983592892e-02	-1.33212994186149e-02	 7.89114415378553e-03	 1.67077892250226e-02	0.000000000e+00
-1.55268590324902e-02	 2.04915905050639e-02	-3.21418503536722e-03	 7.75475831884519e-03	 3.14312270746636e-03	-3.11576659323273e-02	-5.43245035591979e-02	-2.28972711336165e-02	 2.55218146394123e-02	 1.09765756198846e-02	 1.22044094943713e-01	-5.80886892037094e-02	 8.51352929131997e-03	1.412821560e+06
-1.78815545793717e-02	 1.96221784041976e-02	-1.01523055072452e-03	 5.68424265311405e-03	 3.59530161201984e-03	-3.35052404483310e-02	-5.40664419210717e-02	-2.79281392144718e-02	 3.03234915297322e-02	 2.39911220756527e-03	 6.62244837718031e-02	 3.21739094247941e-02	 2.22246645759670e-02	0.000000000e+00
 2.86953813843896e-02	-3.96958019520125e-03	-1.16228288846406e-03	-1.03701314302171e-02	 1.50382072580914e-02	-2.40756475165351e-02	 3.57206009002348e-02	 7.56530055279009e-03	-9.09569324474100e-02	 9.77748033248616e-02	 8.63566142042185e-04	-6.50084380930767e-03	-4.90420327883123e-02	0.000000000e+00
 2.86953813843896e-02	-3.96958019520125e-03	-1.16228288846406e-03	-1.03701314302171e-02	 1.50382072580914e-02	-2.40756475165351e-02	 3.57206009002348e-02	 7.56530055279009e-03	-9.09569324474100e-02	 9.77748033248616e-02	 8.63566142042185e-04	-6.50084380930767e-03	-4.90420327883123e-02	0.000000000e+00
-4.89229407477188e-03	-2.77356103002453e-02	 4.13537475120299e-02	-9.27804685087411e-04	-1.46630415566080e-03	 4.63077162461887e-03	 2.59979325756024e-03	 2.48766590862600e-02	 3.24039317463899e-03	-1.55129316733527e-02	 7.89793741311421e-04	-1.49270717270306e-02	 1.32416399045957e-02	3.571586443e+05
-5.05623568004404e-03	-2.77961416142183e-02	 4.15068459151802e-02	-1.07196075759141e-03	-1.43482198142351e-03	 4.46732580880657e-03	 2.61776035282637e-03	 2.45263935964474e-02	 3.57470162417073e-03	-1.61101227296832e-02	-3.09655015283236e-03	-8.64269439647038e-03	 1.41962539869324e-02	2.587933865e+05
-5.28737796186052e-03	-2.78814850876450e-02	 4.17227002993549e-02	-1.27520729455781e-03	-1.39043506952477e-03	 4.23688254361165e-03	 2.64309227141125e-03	 2.40325521190358e-02	 4.04604517193591e-03	-1.69521060884009e-02	-8.57593041219171e-03	 2.17688015730805e-04	 1.55421702775480e-02	1.201076020e+05
 3.80763528685528e-02	-9.78553538579465e-03	-2.38244080250916e-02	-1.20631724824431e-02	 4.01110454519588e-03	 1.53439288192296e-02	-1.33250914055336e-03	 1.83585311347793e-03	 9.75785749772079e-03	-8.85512376043936e-03	-5.12300521904291e-03	 6.41659281203721e-03	-4.38942598533081e-04	0.000000000e+00
 3.80763528685528e-02	-9.78553538579465e-03	-2.38244080250916e-02	-1.20631724824431e-02	 4.01110454519588e-03	 1.53439288192296e-02	-1.33250914055336e-03	 1.83585311347793e-03	 9.75785749772079e-03	-8.85512376043936e-03	-5.12300521904291e-03	 6.41659281203721e-03	-4.38942598533081e-04	0.000000000e+00
 3.81466455841139e-02	-9.78477692940234e-03	-2.38298923301596e-02	-1.21646317206082e-02	 4.17755484277055e-03	 1.49155206570679e-02	-7.51228067293623e-04	 2.08908126988648e-03	 8.14665282205503e-03	-7.04530390731068e-03	-4.96200701019737e-03	 6.21568449065817e-03	-1.54287387788713e-03	0.000000000e+00
 3.81466455841139e-02	-9.78477692940234e-03	-2.38298923301596e-02	-1.21646317206082e-02	 4.17755484277055e-03	 1.49155206570679e-02	-7.51228067293623e-04	 2.08908126988648e-03	 8.14665282205503e-03	-7.04530390731068e-03	-4.96200701019737e-03	 6.21568449065817e-03	-1.54287387788713e-03	0.000000000e+00
-3.90650507948251e-03	 1.68111708023275e-02	 7.49008334653462e-03	-1.15982246276039e-02	 6.47870321083642e-03	-4.44678169648673e-02	-2.25579495772755e-02	-9.56642463641069e-03	 4.08190994142587e-02	 1.64133254581466e-02	 2.86638190928525e-02	-8.20044174743725e-03	 1.26777632871000e-02	3.955673036e+04
-3.89012763927188e-03	 1.68172177601685e-02	 7.47478912064379e-03	-1.15838237227541e-02	 6.47555820426278e-03	-4.44514890530373e-02	-2.25597444543477e-02	-9.53143381081927e-03	 4.07857026652453e-02	 1.64729836565834e-02	 2.90520571161330e-02	-8.82823854021259e-03	 1.25823992394457e-02	4.938322392e+04
 3.83408866151467e-02	-1.00461083968699e-02	-2.40694107864981e-02	-1.19863708109609e-02	 3.87388982680354e-03	 1.47030898580886e-02	-2.99871336695857e-04	 2.19068092542166e-03	 6.02155150705107e-03	-4.51746477899443e-03	 2.04135568916696e-03	-4.85439430200021e-03	-3.91043539959891e-03	1.694923435e+05
-2.12354728415646e-02	 2.71838340647191e-02	 4.07609251370730e-02	 3.57352311837648e-03	 1.32205691371697e-02	 1.52091351363773e-02	 3.00389768466705e-02	-2.52870304183690e-02	 6.34741785643616e-02	-1.38230993647474e-03	-4.16767256749920e-03	-3.08360954061931e-02	 2.52220866146081e-02	0.000000000e+00
-7.41031170140508e-03	 4.05002867161861e-02	 4.33933875237303e-02	 1.35154553754680e-02	 9.49638877502258e-03	 6.90401881422583e-03	 2.02214305524804e-02	-4.46562003326366e-02	 5.28282590317150e-02	 3.72147324020693e-04	-1.83361477704550e-02	-2.67861694737134e-02	 2.98278308245274e-02	0.000000000e+00
-9.64395145890943e-03	-5.17105778640064e-02	 5.65198474857343e-02	-7.87823644520823e-03	-1.83845566297009e-02	 1.49765356971945e-03	 1.15394578746927e-02	 6.45352302916920e-03	-1.60876626724134e-02	-1.23353741650771e-02	-1.97380238080229e-02	 3.21551432519797e-03	 2.11816812526740e-02	0.000000000e+00
-9.46814326218177e-03	-5.16456651096297e-02	 5.63556673550405e-02	-7.72364591822029e-03	-1.84183175793545e-02	 1.67293009023990e-03	 1.15201902664859e-02	 6.82914179926507e-03	-1.64461693831743e-02	-1.16949566057818e-02	-1.55703745358402e-02	-3.52374532891983e-03	 2.01579693028744e-02	1.054852340e+05
-1.21166094534585e-02	-2.17844813934629e-02	 1.54762310488888e-02	-3.33731995932499e-03	 8.72997199684808e-03	 1.21850448059075e-02	 1.27596764148658e-02	 3.64054604270399e-02	 1.34821618614274e-02	-1.04658568238641e-02	 1.44839976267656e-02	-3.97291849406632e-03	 4.03140955570455e-03	1.448645500e+05
-1.23178096141285e-02	-2.18587694918179e-02	 1.56641237028678e-02	-3.51423798389367e-03	 8.76860903778879e-03	 1.19844531113972e-02	 1.27817268422014e-02	 3.59755910677003e-02	 1.38924476680564e-02	-1.11987698405747e-02	 9.71441509997088e-03	 3.73969189864535e-03	 5.20297614141163e-03	2.414409200e+04
 1.15287082831032e-02	 1.95685942828855e-02	 1.28398729417135e-02	 5.21389016492723e-03	 1.59221092268728e-02	-3.10088469698346e-02	-6.06634342479425e-03	-8.61379094660261e-03	-1.01790768468974e-02	 2.53359400986538e-02	-4.12521532634652e-03	-3.73395545941074e-03	-3.14157940168985e-04	0.000000000e+00
 1.23049925878662e-02	 1.98552177358271e-02	 1.21149325749739e-02	 5.89648746129605e-03	 1.57730371368462e-02	-3.02349102910785e-02	-6.15141990086101e-03	-6.95523940448355e-03	-1.17620697783764e-02	 2.81637155325016e-02	 1.42771161802107e-02	-3.34912795921329e-02	-4.83437675828756e-03	4.657719780e+05
-1.70050296248486e-02	 1.46822989139837e-03	 7.52468925698969e-03	-1.23853981499992e-02	 2.55496544797669e-03	 3.86662311216080e-02	-2.62182156898828e-02	 1.06745351837232e-02	-1.20567606010150e-03	 1.05499297066975e-02	 1.50211006461119e-02	-2.77822654094329e-03	-6.33240000822710e-03	2.109704700e+05
-1.73566460216373e-02	 1.33840438141436e-03	 7.85304952149023e-03	-1.26945792069062e-02	 2.62248734792401e-03	 3.83156780772439e-02	-2.61796804731040e-02	 9.92329763640971e-03	-4.88662631782281e-04	 9.26909457596468e-03	 6.68580202272797e-03	 1.07002928950687e-02	-4.28497608921812e-03	0.000000000e+00
 2.45471521768224e-02	-7.64789366031553e-05	-1.81986387658054e-03	 1.63990905462461e-03	 5.42420760764239e-03	 8.89546122069251e-04	-5.69294164168448e-03	 4.20006155765228e-03	-1.07274586891628e-02	-2.81263858971808e-04	 2.43466713547029e-02	-6.80851685486811e-02	-2.62110183427098e-03	1.190476300e+06
 2.41503278654469e-02	-2.22996331892183e-04	-1.44928577773883e-03	 1.29097606652174e-03	 5.50041091242019e-03	 4.93921880137213e-04	-5.64945188693573e-03	 3.35223612881918e-03	-9.91825763216321e-03	-1.72677812787580e-03	 1.49396892954405e-02	-5.28736930816496e-02	-3.10437160567513e-04	9.523810000e+05
 2.25630309532773e-02	-8.09065789973696e-04	 3.30263063423735e-05	-1.04755592786104e-04	 5.80522406752067e-03	-1.08857475526668e-03	-5.47549290447215e-03	-3.90648743401017e-05	-6.68145408389368e-03	-7.50883398926009e-03	-2.26882310397466e-02	 7.97219600884018e-03	 8.93221959328851e-03	0.000000000e+00
 1.20524810324000e-02	 2.30250310495652e-02	 1.12107790142452e-02	 8.53862486003309e-04	 1.63581956105203e-02	-3.21210595595356e-03	-1.42181293064643e-02	-1.93007682482498e-02	 1.02494477222193e-02	 7.82333388903669e-03	-6.07207499230259e-03	-2.03381382682665e-03	 5.60159078371672e-03	1.148245458e+04
 1.21929985376520e-02	 2.30769136038137e-02	 1.10795554262302e-02	 9.77421430308902e-04	 1.63312116330462e-02	-3.07201340139002e-03	-1.42335292496284e-02	-1.90005489553948e-02	 9.96290551571300e-03	 8.33519783751436e-03	-2.74101484042772e-03	-7.42027459184519e-03	 4.78337268035169e-03	9.579321027e+04
 1.22094525802499e-02	 2.30829888451593e-02	 1.10641896644828e-02	 9.91889692674525e-04	 1.63280519162976e-02	-3.05560911883251e-03	-1.42353325218995e-02	-1.89653944668171e-02	 9.92935255970598e-03	 8.39513507592069e-03	-2.35096090702885e-03	-8.05100778569388e-03	 4.68756258535353e-03	1.056656654e+05
 1.20794349723637e-02	 2.30349831138996e-02	 1.11856078250269e-02	 8.77563450241331e-04	 1.63530195685210e-02	-3.18523352964412e-03	-1.42210833095456e-02	-1.92431804567426e-02	 1.01944834569671e-02	 7.92151916575450e-03	-5.43311406577471e-03	-3.06703982821998e-03	 5.44464093184035e-03	2.765486700e+04
 7.53592069039973e-03	 6.85437968076625e-02	 6.66098406353199e-02	-4.92285541363167e-02	 9.78579455376316e-02	-2.99327932178700e-02	 1.88648064426788e-01	-2.46252626295426e-01	-5.35897613140561e-02	-1.55828803997175e-02	 1.21908131502942e-01	 9.17958629567364e-02	 4.12581915619828e-02	0.000000000e+00
 7.53592069039973e-03	 6.85437968076625e-02	 6.66098406353199e-02	-4.92285541363167e-02	 9.78579455376316e-02	-2.99327932178700e-02	 1.88648064426788e-01	-2.46252626295426e-01	-5.35897613140561e-02	-1.55828803997175e-02	 1.21908131502942e-01	 9.17958629567364e-02	 4.12581915619828e-02	0.000000000e+00
 8.15340938080993e-03	 6.87717889743362e-02	 6.60331930399261e-02	-4.86855879729843e-02	 9.77393674225230e-02	-2.93171719264265e-02	 1.88580391073780e-01	-2.44933345700112e-01	-5.48489394607609e-02	-1.33335506906054e-02	 1.36546108224559e-01	 6.81256547661488e-02	 3.76626222824782e-02	3.704943240e+05
 7.60289523978805e-03	 6.85685254753517e-02	 6.65472958252575e-02	-4.91696625085232e-02	 9.78450842238131e-02	-2.98660212117934e-02	 1.88640724385758e-01	-2.46109533434358e-01	-5.37263352955474e-02	-1.53389118120605e-02	 1.23495807374763e-01	 8.92285260125744e-02	 4.08682060674642e-02	4.018485000e+04
-2.61707916678021e-02	 1.48789863529640e-02	-6.84549260627897e-03	 1.11653443084916e-02	-1.73642646732106e-02	 4.57320323425001e-03	-2.46589717398961e-03	 1.65745464967257e-02	 2.52385843117946e-02	-3.71092012180617e-02	 1.91783902862522e-02	 4.08939755986690e-02	 1.63590158426818e-02	0.000000000e+00
-2.61707916678021e-02	 1.48789863529640e-02	-6.84549260627897e-03	 1.11653443084916e-02	-1.73642646732106e-02	 4.57320323425001e-03	-2.46589717398961e-03	 1.65745464967257e-02	 2.52385843117946e-02	-3.71092012180617e-02	 1.91783902862522e-02	 4.08939755986690e-02	 1.63590158426818e-02	0.000000000e+00
-2.61707916678021e-02	 1.48789863529640e-02	-6.84549260627897e-03	 1.11653443084916e-02	-1.73642646732106e-02	 4.57320323425001e-03	-2.46589717398961e-03	 1.65745464967257e-02	 2.52385843117946e-02	-3.71092012180617e-02	 1.91783902862522e-02	 4.08939755986690e-02	 1.63590158426818e-02	0.000000000e+00
-2.61707916678021e-02	 1.48789863529640e-02	-6.84549260627897e-03	 1.11653443084916e-02	-1.73642646732106e-02	 4.57320323425001e-03	-2.46589717398961e-03	 1.65745464967257e-02	 2.52385843117946e-02	-3.71092012180617e-02	 1.91783902862522e-02	 4.08939755986690e-02	 1.63590158426818e-02	0.000000000e+00
 4.43283159657426e-03	 2.61504724962990e-02	 2.64841908243650e-02	 2.20513561086699e-03	 3.16469995831482e-02	 3.18481393920280e-03	 1.49200662479664e-02	-3.42788778031250e-02	 2.97362283487846e-02	-1.01002836213605e-02	-2.07489795545377e-02	-2.02773625506368e-02	 2.10565038537982e-02	6.932544365e+04
 4.37253188610918e-03	 2.61282083449838e-02	 2.65405022735990e-02	 2.15211325928428e-03	 3.16585791086028e-02	 3.12469658611328e-03	 1.49266747634842e-02	-3.44077096977898e-02	 2.98591910505303e-02	-1.03199377337457e-02	-2.21784239667450e-02	-1.79658923606445e-02	 2.14076224894565e-02	3.314550900e+04
 4.32129864290360e-03	 2.61092917586470e-02	 2.65883469174889e-02	 2.10706317507961e-03	 3.16684175744801e-02	 3.07361828162464e-03	 1.49322896442214e-02	-3.45171708501086e-02	 2.99636654825825e-02	-1.05065653721562e-02	-2.33929417920320e-02	-1.60019672689160e-02	 2.17059480753665e-02	2.405471000e+03
 4.31970041802416e-03	 2.61087016543119e-02	 2.65898394347576e-02	 2.10565783431077e-03	 3.16687244861639e-02	 3.07202489007014e-03	 1.49324648008487e-02	-3.45205854989971e-02	 2.99669245703569e-02	-1.05123872353887e-02	-2.34308287670397e-02	-1.59407024778046e-02	 2.17152543644815e-02	1.446533200e+03
-8.84567114703735e-03	 5.55582451617507e-02	 2.53070787622602e-02	 2.39964419834459e-02	-5.93836006988543e-02	 5.53892993088774e-02	 4.18001672651303e-02	-1.89141660093123e-02	 3.21229659278876e-02	 2.24248740152084e-02	-4.82301855862532e-02	-9.87151500257636e-03	 1.95469884263278e-02	0.000000000e+00
-8.84567114703735e-03	 5.55582451617507e-02	 2.53070787622602e-02	 2.39964419834459e-02	-5.93836006988543e-02	 5.53892993088774e-02	 4.18001672651303e-02	-1.89141660093123e-02	 3.21229659278876e-02	 2.24248740152084e-02	-4.82301855862532e-02	-9.87151500257636e-03	 1.95469884263278e-02	0.000000000e+00
-8.84567114703735e-03	 5.55582451617507e-02	 2.53070787622602e-02	 2.39964419834459e-02	-5.93836006988543e-02	 5.53892993088774e-02	 4.18001672651303e-02	-1.89141660093123e-02	 3.21229659278876e-02	 2.24248740152084e-02	-4.82301855862532e-02	-9.87151500257636e-03	 1.95469884263278e-02	0.000000000e+00
-8.84567114703735e-03	 5.55582451617507e-02	 2.53070787622602e-02	 2.39964419834459e-02	-5.93836006988543e-02	 5.53892993088774e-02	 4.18001672651303e-02	-1.89141660093123e-02	 3.21229659278876e-02	 2.24248740152084e-02	-4.82301855862532e-02	-9.87151500257636e-03	 1.95469884263278e-02	0.000000000e+00
 1.04294796002028e-02	 4.51758473251840e-02	 2.59078167630146e-02	-2.63511019603147e-02	 4.33346251780274e-02	-3.67078401478603e-02	 5.94302749571216e-02	-5.04388341942535e-02	-3.12219846717278e-02	 1.21728024680656e-02	 1.59130204821406e-03	 2.14840035698427e-02	 2.57990671270367e-03	0.000000000e+00
 1.06343596375689e-02	 4.41178057387785e-02	 3.48775461797668e-02	-2.68060924659300e-02	 5.10420041702656e-02	-2.96755606828138e-02	 7.01272953032979e-02	-6.13367256407622e-02	-2.89119795577419e-02	 1.95936382489721e-02	 2.13065112551770e-03	 1.13195222071803e-02	-7.23183045859086e-05	0.000000000e+00
 1.06343596375689e-02	 4.41178057387785e-02	 3.48775461797668e-02	-2.68060924659300e-02	 5.10420041702656e-02	-2.96755606828138e-02	 7.01272953032979e-02	-6.13367256407622e-02	-2.89119795577419e-02	 1.95936382489721e-02	 2.13065112551770e-03	 1.13195222071803e-02	-7.23183045859086e-05	0.000000000e+00
-2.89958423958650e-02	 3.24670515014469e-02	 4.14196952221654e-02	-2.16304120479498e-02	 4.61571556984332e-02	 5.88699945168984e-02	 2.40447550798831e-02	-1.55178751821276e-02	 3.64389032806101e-02	 6.40279854557560e-03	-1.38719216007165e-02	-2.24842680258072e-02	-4.45180942326697e-03	9.055709780e+03
-2.89773108212901e-02	 3.24738938192169e-02	 4.14023893377282e-02	-2.16141169835968e-02	 4.61535970272912e-02	 5.88884700485955e-02	 2.40427241215716e-02	-1.54782819926215e-02	 3.64011138375139e-02	 6.47030362201728e-03	-1.34326184013939e-02	-2.31946393007800e-02	-4.55971676031991e-03	2.017468783e+04
-2.30413530226729e-02	 1.23748568205017e-02	 3.72562516049002e-02	-7.21046584756580e-03	 2.78349580475116e-02	 2.22415834029640e-02	 1.21845827945768e-02	-2.31897504157613e-02	 4.71795364871983e-02	-1.12095293493013e-02	 3.06785051351205e-03	-3.54489696892525e-02	 1.69625698973609e-02	3.054228015e+05
 3.83504191855091e-02	-1.00337488076268e-02	-2.40540397697259e-02	-1.21182384508117e-02	 4.00072873032793e-03	 1.45969113419046e-02	-1.32991199252380e-04	 2.21975624452470e-03	 5.88298836723754e-03	-4.37494825641890e-03	 2.10844345521710e-04	-1.88844425895233e-03	-3.79598846388501e-03	1.225496909e+05
 3.83138331639300e-02	-1.00472572758131e-02	-2.40198735709012e-02	-1.21504090347865e-02	 4.00775444844316e-03	 1.45604359631599e-02	-1.28981573178339e-04	 2.14158926093688e-03	 5.95759429858921e-03	-4.50822037387458e-03	-6.56451429328087e-04	-4.85991451168190e-04	-3.58295205157205e-03	1.005980122e+05
 3.85067934936145e-02	-9.97601152778548e-03	-2.42000713815608e-02	-1.19807364051315e-02	 3.97069972575744e-03	 1.47528127454437e-02	-1.50128960507328e-04	 2.55385400776016e-03	 5.56411109137732e-03	-3.80532263828846e-03	 3.91780046869595e-03	-7.88274421294288e-03	-4.70653900037227e-03	2.163745568e+05
 5.50684690708265e-03	 2.54726598822769e-02	 1.26779168825339e-02	 1.44051904734107e-02	-1.80082888577180e-02	-1.67216993905440e-02	-1.45216944271680e-03	-5.27178300480508e-03	-3.39150036267172e-02	 1.58885042530827e-02	-5.78020152998594e-03	 4.12101191111902e-03	-9.10392905745822e-03	0.000000000e+00
 2.91329319060504e-03	 3.57756561405735e-02	 5.05033031646051e-03	 1.51953809475324e-02	-2.82836534030870e-02	 1.35411560909782e-02	 7.65437640986388e-03	-1.77295758483548e-02	 1.53333641731374e-02	 1.70383855836753e-02	-2.07506956242628e-02	-1.27942951860493e-02	 1.46675368999728e-02	1.087318350e+04
 3.74914582110722e-03	 3.60842736994176e-02	 4.26976151096149e-03	 1.59303574789949e-02	-2.84441645686723e-02	 1.43744809499393e-02	 7.56277157400937e-03	-1.59437550339989e-02	 1.36288999739713e-02	 2.00831509104363e-02	-9.36257662871026e-04	-4.48350533212210e-02	 9.80045821966471e-03	5.123862640e+05
-2.27394068901669e-02	-8.96616995878897e-03	 8.23993938620600e-03	-1.44624635289200e-02	 3.85548077122001e-03	-1.09502248694075e-02	-7.94245653697546e-03	 2.78843693885974e-02	 2.91214000738574e-02	 9.11675301995636e-03	 1.96708904052035e-02	 5.33952293252348e-04	-1.16916986777593e-02	0.000000000e+00
 3.49908948078652e-03	-2.47374301617944e-03	 1.16030718826405e-02	-3.99148058342410e-03	-5.40833198357497e-03	-2.36785776331762e-02	-2.36210312308553e-02	 2.37401339502284e-03	 1.65475927003684e-02	 7.35521378230666e-03	 2.05925792488473e-02	 3.80944668304455e-03	-1.44310987548538e-03	7.648908556e+04
 3.49478105324173e-03	-2.47533379467652e-03	 1.16070953480452e-02	-3.99526904207982e-03	-5.40750462394026e-03	-2.36828730312465e-02	-2.36205590509714e-02	 2.36480832787840e-03	 1.65563784123909e-02	 7.33951944777625e-03	 2.04904451319205e-02	 3.97460173534422e-03	-1.41802237191877e-03	7.390402129e+04
-2.55200917930139e-02	-6.94241022162950e-03	 7.44524485712590e-03	-1.32593722445249e-02	 5.90906169356129e-03	-9.63197755335771e-03	-8.63036340293074e-03	 3.06325471760840e-02	 2.95636159119528e-02	 7.58431913358437e-03	 2.12353637189265e-02	 7.12222905940920e-04	-1.31985291451148e-02	1.717274790e+03
-2.83281155970149e-02	 7.29692677670053e-04	 1.37787858527675e-02	-6.56152574354971e-03	 7.03809302276067e-03	-2.59617055453078e-02	-1.90185564242980e-02	 3.39222352618639e-02	 1.64757806127561e-02	 1.88246568879268e-02	 3.59022287694371e-02	 1.32531145812017e-03	-1.15726019557708e-02	0.000000000e+00
-2.82013925432605e-02	 7.76481977687517e-04	 1.36604443424478e-02	-6.45009644715708e-03	 7.01375803316754e-03	-2.58353657252924e-02	-1.90324445716992e-02	 3.41929823514764e-02	 1.62173679447195e-02	 1.92862717062483e-02	 3.89062823492973e-02	-3.53236627994857e-03	-1.23104964729673e-02	7.603406000e+04
-2.82520117791386e-02	 7.57792098111669e-04	 1.37077155898457e-02	-6.49460662640794e-03	 7.02347858946578e-03	-2.58858318793242e-02	-1.90268969827769e-02	 3.40848330417308e-02	 1.63205902977932e-02	 1.91018807159656e-02	 3.77063199727278e-02	-1.59197794524627e-03	-1.20157461847404e-02	4.566242750e+04
-2.81131665453609e-02	 8.09057208182410e-04	 1.35780536682052e-02	-6.37251813304430e-03	 6.99681574305439e-03	-2.57474065389796e-02	-1.90421136542154e-02	 3.43814794832278e-02	 1.60374581743030e-02	 1.96076530712412e-02	 4.09977378262200e-02	-6.91433548932684e-03	-1.28242268337466e-02	1.289698173e+05
